Year,Month,Latitude,Longitude,Postal Code,Region,Planning Area,Subzone,Block,Street Name,Flat Type,Flat Model,Storey Lower,Storey Upper,Floor Area Sqm,Lease Commence Date,Years Remaining,Closest Mrt,Closest Mrt Dist,Cbd Dist,Electoral Boundary,Ruling Party,Resale Price,Resale Price Adj 2024
2015,1,1.369848376,103.859404132,560564.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,564,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,7,9,82,1985,69,Ang Mo Kio MRT Station,1095.784824578,9645.507144807,ANG MO KIO,PAP,355000,417421
2015,1,1.37056144,103.854823103,560573.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,573,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,7,9,92,1979,63,Ang Mo Kio MRT Station,590.040067661,9690.030644364,ANG MO KIO,PAP,485000,570280
2015,1,1.374400419,103.848936174,560506.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,506,ANG MO KIO AVE 8,3 ROOM,NEW GENERATION,7,9,68,1980,64,Ang Mo Kio MRT Station,498.826011885,10110.012961258,ANG MO KIO,PAP,325000,382146
2015,1,1.372051233,103.850545848,562596.0,NORTH-EAST REGION,ANG MO KIO,CHENG SAN,596B,ANG MO KIO ST 52,4 ROOM,MODEL A,4,6,93,2002,86,Ang Mo Kio MRT Station,258.75073321,9847.186347915,ANG MO KIO,PAP,600888,706545
2015,1,1.364453356,103.853655234,560415.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,415,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,10,12,92,1979,63,Ang Mo Kio MRT Station,758.29429097,9010.507336946,ANG MO KIO,PAP,465000,546763
2015,1,1.365384226,103.852966962,560421.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,421,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,74,1979,63,Ang Mo Kio MRT Station,629.992967323,9111.513850224,ANG MO KIO,PAP,325000,382146
2015,1,1.366291979,103.853496309,560439.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,439,ANG MO KIO AVE 10,5 ROOM,IMPROVED,19,21,119,1979,63,Ang Mo Kio MRT Station,595.116705461,9213.242553117,ANG MO KIO,PAP,645000,758413
2015,1,1.36830997,103.853600306,560432.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,432,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,92,1979,63,Ang Mo Kio MRT Station,484.321049009,9436.611940825,ANG MO KIO,PAP,475000,558521
2015,1,1.367891507,103.853455027,560434.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,434,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,63,Ang Mo Kio MRT Station,488.906957407,9389.930691983,ANG MO KIO,PAP,320000,376267
2015,1,1.363855122,103.855287999,560412.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,412,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,1,3,92,1979,63,Ang Mo Kio MRT Station,926.426741393,8951.553774799,ANG MO KIO,PAP,385000,452696
2015,1,1.364946014,103.85404338,560418.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,418,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,99,1979,63,Ang Mo Kio MRT Station,743.789124171,9066.311890852,ANG MO KIO,PAP,486888,572500
2015,1,1.363466006,103.856702918,560471.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,471,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,7,9,67,1979,63,Ang Mo Kio MRT Station,1069.375317786,8917.812405821,ANG MO KIO,PAP,319000,375091
2015,1,1.365653269,103.855232195,560442.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,442,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,10,12,67,1979,63,Ang Mo Kio MRT Station,789.096225806,9149.845414865,ANG MO KIO,PAP,335000,393904
2015,1,1.364453356,103.853655234,560415.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,415,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,7,9,92,1979,63,Ang Mo Kio MRT Station,758.29429097,9010.507336946,ANG MO KIO,PAP,480000,564400
2015,1,1.364876746,103.856287318,560468.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,468,ANG MO KIO AVE 10,4 ROOM,NEW GENERATION,4,6,92,1979,63,Ang Mo Kio MRT Station,934.554877306,9070.508196595,ANG MO KIO,PAP,438000,515015
2015,1,1.367760951,103.855357146,560446.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,446,ANG MO KIO AVE 10,3 ROOM,NEW GENERATION,1,3,68,1979,63,Ang Mo Kio MRT Station,688.600960763,9383.300906658,ANG MO KIO,PAP,290000,340992
2015,1,1.368606603,103.850808805,560424.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,424,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,4,6,73,1979,63,Ang Mo Kio MRT Station,202.187459155,9466.096883371,ANG MO KIO,PAP,370000,435059
2015,1,1.368939065,103.854412289,560428.0,NORTH-EAST REGION,ANG MO KIO,CHONG BOON,428,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,7,9,92,1978,62,Ang Mo Kio MRT Station,551.276541605,9509.011240504,ANG MO KIO,PAP,483000,567928
2015,1,1.369705635,103.843515981,560121.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,121,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,7,9,67,1978,62,Ang Mo Kio MRT Station,672.882941446,9626.521604194,ANG MO KIO,PAP,345000,405663
2015,1,1.370397917,103.84187884,560130.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,130,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,7,9,73,1979,63,Mayflower MRT Station,602.681018095,9720.723422201,NEE SOON,PAP,350000,411542
2015,1,1.373717083,103.835610469,560117.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,117,ANG MO KIO AVE 4,4 ROOM,NEW GENERATION,10,12,98,1978,62,Mayflower MRT Station,271.039656765,10181.864755553,NEE SOON,PAP,476000,559697
2015,1,1.375495196,103.839947471,560156.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,156,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,10,12,68,1981,65,Mayflower MRT Station,583.299417343,10305.384187375,NEE SOON,PAP,312000,366860
2015,1,1.375838271,103.838123055,560177.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,177,ANG MO KIO AVE 4,4 ROOM,NEW GENERATION,1,3,91,1981,65,Mayflower MRT Station,513.805337998,10369.79440529,NEE SOON,PAP,450000,529125
2015,1,1.375097469,103.837618961,560174.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,174,ANG MO KIO AVE 4,3 ROOM,IMPROVED,7,9,60,1986,70,Mayflower MRT Station,418.541691014,10296.855747451,NEE SOON,PAP,255000,299838
2015,1,1.373548539,103.838176471,560163.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,163,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,1,3,69,1980,64,Mayflower MRT Station,291.928107262,10118.355592901,NEE SOON,PAP,285000,335113
2015,1,1.370096538,103.837687766,560109.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,109,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,1,3,67,1978,62,Mayflower MRT Station,195.88806286,9749.107228197,NEE SOON,PAP,300000,352750
2015,1,1.376357457,103.842056477,560153.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,153,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,10,12,68,1981,65,Yio Chu Kang MRT Station,678.101258977,10374.118952436,NEE SOON,PAP,330000,388025
2015,1,1.376806785,103.842017963,560150.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,150,ANG MO KIO AVE 5,4 ROOM,NEW GENERATION,10,12,93,1981,65,Yio Chu Kang MRT Station,636.984910203,10423.983570529,NEE SOON,PAP,438000,515015
2015,1,1.376687626,103.840159507,560152.0,NORTH-EAST REGION,ANG MO KIO,KEBUN BAHRU,152,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,4,6,82,1981,65,Mayflower MRT Station,702.496217933,10433.424442238,NEE SOON,PAP,340000,399784
2015,1,1.366048084,103.838122717,560223.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,223,ANG MO KIO AVE 1,4 ROOM,NEW GENERATION,4,6,92,1978,62,Mayflower MRT Station,623.278723769,9299.39133495,ANG MO KIO,PAP,423000,497378
2015,1,1.365820895,103.842847772,560207.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,207,ANG MO KIO AVE 1,4 ROOM,NEW GENERATION,1,3,97,1976,60,Ang Mo Kio MRT Station,874.305591183,9206.091866609,ANG MO KIO,PAP,475000,558521
2015,1,1.365119086,103.841742478,560218.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,218,ANG MO KIO AVE 1,3 ROOM,NEW GENERATION,7,9,67,1976,60,Mayflower MRT Station,907.602084551,9142.392606733,ANG MO KIO,PAP,308000,362157
2015,1,1.367182877,103.836639986,560234.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,234,ANG MO KIO AVE 3,5 ROOM,IMPROVED,7,9,125,1993,77,Mayflower MRT Station,473.363228464,9450.40749228,ANG MO KIO,PAP,533000,626720
2015,1,1.368803594,103.841618073,560212.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,212,ANG MO KIO AVE 3,3 ROOM,NEW GENERATION,10,12,67,1977,61,Mayflower MRT Station,634.328072458,9548.710023213,ANG MO KIO,PAP,340000,399784
2015,1,1.37020344,103.834687723,560254.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,254,ANG MO KIO AVE 4,4 ROOM,NEW GENERATION,7,9,97,1977,61,Mayflower MRT Station,251.354478216,9818.144561307,NEE SOON,PAP,465000,546763
2015,1,1.369946401,103.834284522,561253.0,NORTH-EAST REGION,ANG MO KIO,SHANGRI-LA,253A,ANG MO KIO ST 21,5 ROOM,MODEL A,1,3,138,1996,80,Mayflower MRT Station,304.458559944,9798.805063017,NEE SOON,PAP,580000,681984
2015,1,1.362111401,103.850766475,560331.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,331,ANG MO KIO AVE 1,3 ROOM,NEW GENERATION,4,6,68,1981,65,Ang Mo Kio MRT Station,875.248672561,8747.934241686,ANG MO KIO,PAP,341000,400959
2015,1,1.361670308,103.851955454,560332.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,332,ANG MO KIO AVE 1,3 ROOM,NEW GENERATION,10,12,68,1981,65,Ang Mo Kio MRT Station,951.788053453,8699.264664378,ANG MO KIO,PAP,325000,382146
2015,1,1.365725522,103.845750565,560306.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,306,ANG MO KIO AVE 1,5 ROOM,STANDARD,13,15,123,1977,61,Ang Mo Kio MRT Station,629.271780757,9168.189006185,ANG MO KIO,PAP,650000,764292
2015,1,1.361342556,103.851698621,560333.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,333,ANG MO KIO AVE 1,3 ROOM,NEW GENERATION,1,3,68,1981,65,Ang Mo Kio MRT Station,979.286100416,8662.831359539,ANG MO KIO,PAP,293000,344519
2015,1,1.368333922,103.846879231,560324.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,324,ANG MO KIO AVE 3,4 ROOM,NEW GENERATION,7,9,98,1978,62,Ang Mo Kio MRT Station,346.607978916,9448.604879363,ANG MO KIO,PAP,583000,685511
2015,1,1.364027573,103.847478725,563315.0,NORTH-EAST REGION,ANG MO KIO,TOWNSVILLE,315B,ANG MO KIO ST 31,5 ROOM,IMPROVED,13,15,110,2006,90,Ang Mo Kio MRT Station,692.767569914,8969.700263094,ANG MO KIO,PAP,755000,887755
2015,1,1.379557282,103.840735651,560631.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,631,ANG MO KIO AVE 4,3 ROOM,NEW GENERATION,7,9,67,1985,69,Yio Chu Kang MRT Station,527.997898135,10741.347016563,ANG MO KIO,PAP,330000,388025
2015,1,1.378907914,103.838602655,560612.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,612,ANG MO KIO AVE 4,4 ROOM,NEW GENERATION,4,6,91,1980,64,Yio Chu Kang MRT Station,773.119101117,10698.735775876,ANG MO KIO,PAP,410000,482092
2015,1,1.38020079,103.835755717,560603.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,603,ANG MO KIO AVE 5,3 ROOM,NEW GENERATION,7,9,67,1980,64,Lentor MRT Station,586.68873134,10886.292879923,ANG MO KIO,PAP,290000,340992
2015,1,1.378238594,103.843719729,560648.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,648,ANG MO KIO AVE 5,5 ROOM,IMPROVED,1,3,121,1980,64,Yio Chu Kang MRT Station,412.21734684,10564.730862879,ANG MO KIO,PAP,570000,670226
2015,1,1.38020079,103.835755717,560603.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,603,ANG MO KIO AVE 5,4 ROOM,NEW GENERATION,7,9,91,1980,64,Lentor MRT Station,586.68873134,10886.292879923,ANG MO KIO,PAP,450000,529125
2015,1,1.379395177,103.843763599,560646.0,NORTH-EAST REGION,ANG MO KIO,YIO CHU KANG WEST,646,ANG MO KIO AVE 6,3 ROOM,NEW GENERATION,7,9,75,1980,64,Yio Chu Kang MRT Station,292.38796156,10691.832353519,ANG MO KIO,PAP,355000,417421
2015,1,1.325311121,103.933278107,461219.0,EAST REGION,BEDOK,BEDOK NORTH,219A,BEDOK CTRL,3 ROOM,MODEL A,16,18,69,2010,94,Bedok Reservoir MRT Station,1254.518620796,10253.070386545,EAST COAST,PAP,500000,587917
2015,1,1.325000433,103.93449781,462221.0,EAST REGION,BEDOK,BEDOK NORTH,221B,BEDOK CTRL,3 ROOM,MODEL A,4,6,69,2010,94,Bedok Reservoir MRT Station,1307.966172012,10358.594034756,EAST COAST,PAP,458000,538532
2015,1,1.332268518,103.92703658,460551.0,EAST REGION,BEDOK,BEDOK NORTH,551,BEDOK NTH AVE 1,3 ROOM,NEW GENERATION,4,6,67,1980,64,Bedok Reservoir MRT Station,751.581087144,10036.10680939,ALJUNIED,WP,315000,370388
2015,1,1.331493663,103.927818704,460553.0,EAST REGION,BEDOK,BEDOK NORTH,553,BEDOK NTH AVE 1,5 ROOM,IMPROVED,1,3,121,1980,64,Bedok Reservoir MRT Station,749.204336082,10063.407679229,ALJUNIED,WP,530000,623192
2015,1,1.330876141,103.928059854,460519.0,EAST REGION,BEDOK,BEDOK NORTH,519,BEDOK NTH AVE 1,3 ROOM,NEW GENERATION,1,3,67,1979,63,Bedok Reservoir MRT Station,785.836284142,10049.994142659,ALJUNIED,WP,310000,364509
2015,1,1.330663029,103.926980396,460522.0,EAST REGION,BEDOK,BEDOK NORTH,522,BEDOK NTH AVE 1,3 ROOM,NEW GENERATION,10,12,67,1979,63,Bedok Reservoir MRT Station,879.786711069,9935.560050512,ALJUNIED,WP,315000,370388
2015,1,1.331310218,103.926853917,460548.0,EAST REGION,BEDOK,BEDOK NORTH,548,BEDOK NTH AVE 1,3 ROOM,NEW GENERATION,4,6,68,1980,64,Bedok Reservoir MRT Station,837.688646381,9961.820346355,ALJUNIED,WP,310000,364509
2015,1,1.33269318,103.926617403,460550.0,EAST REGION,BEDOK,BEDOK NORTH,550,BEDOK NTH AVE 1,3 ROOM,NEW GENERATION,7,9,68,1980,64,Bedok Reservoir MRT Station,760.372601445,10022.625676753,ALJUNIED,WP,285000,335113
2015,1,1.331089066,103.929204536,460517.0,EAST REGION,BEDOK,BEDOK NORTH,517,BEDOK NTH AVE 2,4 ROOM,NEW GENERATION,10,12,92,1979,63,Bedok Reservoir MRT Station,697.211591055,10170.790526765,ALJUNIED,WP,400000,470334
2015,1,1.333367155,103.929177676,460512.0,EAST REGION,BEDOK,BEDOK NORTH,512,BEDOK NTH AVE 2,4 ROOM,NEW GENERATION,1,3,92,1979,63,Bedok Reservoir MRT Station,494.111017389,10302.206593459,ALJUNIED,WP,355000,417421
2015,1,1.328713382,103.934095403,460405.0,EAST REGION,BEDOK,BEDOK NORTH,405,BEDOK NTH AVE 3,5 ROOM,IMPROVED,7,9,118,1980,64,Bedok Reservoir MRT Station,897.154855619,10509.757789932,EAST COAST,PAP,575000,676105
2015,1,1.330981735,103.933604622,460401.0,EAST REGION,BEDOK,BEDOK NORTH,401,BEDOK NTH AVE 3,3 ROOM,NEW GENERATION,10,12,67,1979,63,Bedok Reservoir MRT Station,640.515697739,10585.365161964,EAST COAST,PAP,332000,390377
2015,1,1.332142808,103.933720224,460506.0,EAST REGION,BEDOK,BEDOK NORTH,506,BEDOK NTH AVE 3,5 ROOM,IMPROVED,4,6,119,1978,62,Bedok Reservoir MRT Station,520.66613235,10661.358766272,ALJUNIED,WP,500000,587917
2015,1,1.328225507,103.934469289,460406.0,EAST REGION,BEDOK,BEDOK NORTH,406,BEDOK NTH AVE 3,5 ROOM,IMPROVED,10,12,118,1980,64,Bedok Reservoir MRT Station,959.658930784,10520.509200397,EAST COAST,PAP,618888,727710
2015,1,1.333932177,103.939470308,460099.0,EAST REGION,BEDOK,BEDOK NORTH,99,BEDOK NTH AVE 4,5 ROOM,STANDARD,7,9,123,1978,62,Bedok Reservoir MRT Station,857.886601334,11313.847487748,FENGSHAN,PAP,500000,587917
2015,1,1.334355934,103.939032711,460100.0,EAST REGION,BEDOK,BEDOK NORTH,100,BEDOK NTH AVE 4,3 ROOM,NEW GENERATION,4,6,67,1978,62,Bedok Reservoir MRT Station,796.478979145,11295.1195645,FENGSHAN,PAP,310800,365449
2015,1,1.333722809,103.936517719,460105.0,EAST REGION,BEDOK,BEDOK NORTH,105,BEDOK NTH AVE 4,3 ROOM,NEW GENERATION,1,3,67,1977,61,Bedok Reservoir MRT Station,573.564222669,11018.266323809,FENGSHAN,PAP,308000,362157
2015,1,1.329642018,103.938821071,460121.0,EAST REGION,BEDOK,BEDOK NORTH,121,BEDOK NTH RD,4 ROOM,NEW GENERATION,1,3,92,1978,62,Tanah Merah MRT Station,887.466555881,11021.446899716,FENGSHAN,PAP,397000,466806
2015,1,1.330654548,103.938496276,460117.0,EAST REGION,BEDOK,BEDOK NORTH,117,BEDOK NTH RD,4 ROOM,NEW GENERATION,4,6,89,1978,62,Bedok Reservoir MRT Station,958.616651886,11042.49939167,FENGSHAN,PAP,378000,444465
2015,1,1.328296665,103.942067528,460076.0,EAST REGION,BEDOK,BEDOK NORTH,76,BEDOK NTH RD,3 ROOM,IMPROVED,4,6,59,1978,62,Tanah Merah MRT Station,499.939250801,11275.14499475,FENGSHAN,PAP,288000,338640
2015,1,1.332317407,103.936301267,460107.0,EAST REGION,BEDOK,BEDOK NORTH,107,BEDOK NTH RD,3 ROOM,NEW GENERATION,10,12,81,1977,61,Bedok Reservoir MRT Station,655.661141198,10919.105140137,FENGSHAN,PAP,378000,444465
2015,1,1.329642018,103.938821071,460121.0,EAST REGION,BEDOK,BEDOK NORTH,121,BEDOK NTH RD,4 ROOM,NEW GENERATION,4,6,92,1978,62,Tanah Merah MRT Station,887.466555881,11021.446899716,FENGSHAN,PAP,388000,456224
2015,1,1.331008235,103.938066839,460116.0,EAST REGION,BEDOK,BEDOK NORTH,116,BEDOK NTH RD,3 ROOM,NEW GENERATION,7,9,73,1978,62,Bedok Reservoir MRT Station,897.029424727,11019.309783133,FENGSHAN,PAP,355000,417421
2015,1,1.329800633,103.928985675,460426.0,EAST REGION,BEDOK,BEDOK NORTH,426,BEDOK NTH RD,3 ROOM,NEW GENERATION,10,12,67,1979,63,Bedok Reservoir MRT Station,835.045222909,10076.131094007,EAST COAST,PAP,342000,402135
2015,1,1.329539942,103.927650084,460428.0,EAST REGION,BEDOK,BEDOK NORTH,428,BEDOK NTH RD,4 ROOM,NEW GENERATION,10,12,92,1979,63,Bedok Reservoir MRT Station,933.330634271,9933.923199098,EAST COAST,PAP,450000,529125
2015,1,1.329800633,103.928985675,460426.0,EAST REGION,BEDOK,BEDOK NORTH,426,BEDOK NTH RD,3 ROOM,NEW GENERATION,7,9,82,1979,63,Bedok Reservoir MRT Station,835.045222909,10076.131094007,EAST COAST,PAP,300000,352750
2015,1,1.326713488,103.940892187,460180.0,EAST REGION,BEDOK,BEDOK NORTH,180,BEDOK NTH RD,4 ROOM,MODEL A,16,18,85,2006,90,Tanah Merah MRT Station,622.235098258,11080.632205216,FENGSHAN,PAP,560000,658467
2015,1,1.329536805,103.940406563,460082.0,EAST REGION,BEDOK,BEDOK NORTH,82,BEDOK NTH RD,4 ROOM,NEW GENERATION,4,6,92,1978,62,Tanah Merah MRT Station,716.368738317,11172.328363324,FENGSHAN,PAP,385000,452696
2015,1,1.327744679,103.92887439,460420.0,EAST REGION,BEDOK,BEDOK NORTH,420,BEDOK NTH ST 1,3 ROOM,NEW GENERATION,4,6,68,1979,63,Bedok Reservoir MRT Station,1048.964847866,9950.539553993,EAST COAST,PAP,323000,379794
2015,1,1.327744679,103.92887439,460420.0,EAST REGION,BEDOK,BEDOK NORTH,420,BEDOK NTH ST 1,3 ROOM,NEW GENERATION,1,3,68,1979,63,Bedok Reservoir MRT Station,1048.964847866,9950.539553993,EAST COAST,PAP,305000,358629
2015,1,1.326966214,103.928135772,460419.0,EAST REGION,BEDOK,BEDOK NORTH,419,BEDOK NTH ST 1,3 ROOM,NEW GENERATION,7,9,68,1979,63,Bedok Reservoir MRT Station,1159.609579373,9836.478680588,EAST COAST,PAP,358000,420949
2015,1,1.32775289,103.93670934,460132.0,EAST REGION,BEDOK,BEDOK NORTH,132,BEDOK NTH ST 2,4 ROOM,NEW GENERATION,13,15,92,1978,62,Tanah Merah MRT Station,1085.326232859,10716.263618181,EAST COAST,PAP,438000,515015
2015,1,1.328735351,103.936506738,460135.0,EAST REGION,BEDOK,BEDOK NORTH,135,BEDOK NTH ST 2,3 ROOM,NEW GENERATION,7,9,67,1978,62,Bedok Reservoir MRT Station,991.873107913,10746.958238748,EAST COAST,PAP,320000,376267
2015,1,1.333036982,103.924812248,460534.0,EAST REGION,BEDOK,BEDOK NORTH,534,BEDOK NTH ST 3,3 ROOM,IMPROVED,7,9,60,1986,70,Bedok North MRT Station,783.566024448,9876.472879684,ALJUNIED,WP,285000,335113
2015,1,1.33435472,103.930612017,460523.0,EAST REGION,BEDOK,BEDOK NORTH,523,BEDOK NTH ST 3,4 ROOM,NEW GENERATION,10,12,92,1979,63,Bedok Reservoir MRT Station,307.698208724,10495.532452865,ALJUNIED,WP,420000,493850
2015,1,1.33371332,103.927020294,460530.0,EAST REGION,BEDOK,BEDOK NORTH,530,BEDOK NTH ST 3,4 ROOM,NEW GENERATION,7,9,92,1979,63,Bedok Reservoir MRT Station,662.711471832,10122.206185266,ALJUNIED,WP,395000,464455
2015,1,1.330820059,103.92559584,460546.0,EAST REGION,BEDOK,BEDOK NORTH,546,BEDOK NTH ST 3,3 ROOM,NEW GENERATION,1,3,68,1980,64,Bedok North MRT Station,952.238646364,9814.621398231,ALJUNIED,WP,280000,329234
2015,1,1.330051424,103.924118031,460545.0,EAST REGION,BEDOK,BEDOK NORTH,545,BEDOK NTH ST 3,3 ROOM,NEW GENERATION,7,9,68,1980,64,Bedok North MRT Station,857.845941007,9630.2909838,ALJUNIED,WP,280000,329234
2015,1,1.331773008,103.924236461,460537.0,EAST REGION,BEDOK,BEDOK NORTH,537,BEDOK NTH ST 3,3 ROOM,NEW GENERATION,4,6,68,1980,64,Bedok North MRT Station,769.967349068,9745.425000766,ALJUNIED,WP,310000,364509
2015,1,1.33371332,103.927020294,460530.0,EAST REGION,BEDOK,BEDOK NORTH,530,BEDOK NTH ST 3,3 ROOM,NEW GENERATION,1,3,68,1979,63,Bedok Reservoir MRT Station,662.711471832,10122.206185266,ALJUNIED,WP,300000,352750
