year,town,avg_resale_price,median_resale_price,total_transactions,avg_floor_area,avg_remaining_lease,avg_mrt_distance,avg_cbd_distance
1993,QUEENSTOWN,79773.62958115184,65000.0,764,65.00392670157068,78.84031413612566,498.81819903269695,6683.965216762965
1993,SEMBAWANG,72000.0,72000.0,1,64.0,81.0,833.9339431332859,17801.01533333687
1993,SENGKANG,59000.0,50500.0,8,70.75,86.0,,
1993,SERANGOON,157812.35159817353,139500.0,438,95.12100456621005,91.26940639269407,863.852362166633,8577.801481073624
1993,TAMPINES,151609.72091910004,134000.0,2089,101.97750119674485,91.43082814743897,589.0698443199582,13034.53630780917
1993,TOA PAYOH,112423.29696969697,80300.0,825,80.56363636363636,81.55515151515152,650.6420602248558,6078.575448513073
1993,WOODLANDS,84082.44382022473,70000.0,356,86.01685393258427,87.0561797752809,933.2551478731177,19322.008900036606
1993,YISHUN,151487.68319691863,135000.0,2077,101.77756379393355,92.61579200770342,718.3341719523999,15934.22417130752
1994,ANG MO KIO,133834.33834976648,105000.0,1927,79.40996367410483,84.41515308770109,623.1719449232703,9788.4465944598
1994,BEDOK,159450.6272661349,140000.0,2758,87.88324873096447,85.51196519216823,771.7728993479616,10005.435049136062
1994,BISHAN,268096.59402985073,270000.0,670,104.4955223880597,91.48059701492538,622.9778621834888,7505.148468338353
1994,BUKIT BATOK,165701.62846803377,147000.0,1658,93.86550060313631,90.3226779252111,599.5929905894305,13717.651893990886
1994,BUKIT MERAH,152160.86550308007,107500.0,974,77.55544147843942,81.83572895277207,718.5513479615662,3409.616066975744
1994,BUKIT PANJANG,200371.28020134228,176000.0,596,108.54530201342281,93.10402684563758,1044.8505940964087,13837.730665173807
1994,BUKIT TIMAH,296927.48091603053,290000.0,131,115.38167938931298,89.32824427480917,363.67071388226776,9286.585604320295
1994,CENTRAL AREA,129842.03539823009,118500.0,226,66.41592920353982,83.61504424778761,295.1034522527186,1801.0281023479442
1994,CHOA CHU KANG,213811.42156862744,205000.0,408,112.81127450980392,91.71078431372548,791.1638969342038,15459.673882048488
1994,CLEMENTI,149224.74390243902,110000.0,1148,81.76742160278745,84.65679442508711,746.7665906960871,10159.230112859095
1994,GEYLANG,156388.1012658228,125000.0,948,83.7331223628692,83.7289029535865,454.2157697533382,6391.911305237644
