Year,Region,Gender,Category,Attribute,Value
1/1/2000,CENTRAL REGION,,mode_of_transport_school,taxi,348
1/1/2000,NORTH REGION,female,age_group,age_60_64,4650
1/1/2020,WEST REGION,,income_from_work,sgd_2000_to_2999,65873
1/1/2015,NORTH-EAST REGION,,household_size,person1,25000
1/1/2000,WEST REGION,,industry,other_services_industries,65286
1/1/2000,WEST REGION,,income_from_work,sgd_12000_14999,0
1/1/2020,WEST REGION,,household_income,sgd_4000_to_4999,17085
1/1/2010,NORTH REGION,,income_from_work,total,254230
1/1/2015,NORTH REGION,,industry,arts_entertainment_recreation,5000
1/1/2000,CENTRAL REGION,male,ethnic_distribution,chinese,243753
1/1/2020,EAST REGION,,language_literate,l3_eng_chi_mal,17047
1/1/2010,EAST REGION,,language_literate,l2_eng_chi,225490
1/1/2010,NORTH REGION,,education_attending,polytechnic,12224
1/1/2010,EAST REGION,,mode_of_transport_work,taxi,5864
1/1/2015,WEST REGION,,industry,public_admin_education,69600
1/1/2015,WEST REGION,,household_income,sgd_5000_to_5999,15300
1/1/2000,CENTRAL REGION,,household_income,sgd_8000_to_8999,
1/1/2015,EAST REGION,,language_literate,l2_eng_mal,115200
1/1/2010,EAST REGION,,education_attending,,
1/1/2020,CENTRAL REGION,female,age_group,age_30_34,32450
1/1/2000,NORTH REGION,female,ethnic_distribution,,
1/1/2000,WEST REGION,,language_spoken_at_home,eng_oth_lang,0
1/1/2015,EAST REGION,,household_structure,ofn_1_gen,27400
1/1/2000,WEST REGION,,household_income,no_working_person,
1/1/2015,WEST REGION,,income_from_work,sgd_3000_to_3999,66600
1/1/2020,NORTH-EAST REGION,male,age_group,age_45_49,35400
1/1/2000,EAST REGION,,language_spoken_at_home,eng_mand,0
1/1/2015,EAST REGION,,household_size,person3,43500
1/1/2000,EAST REGION,male,marital_status,single,73563
1/1/2000,NORTH REGION,,household_income,sgd_12000_to_12999,
1/1/2000,NORTH-EAST REGION,,language_literate,l1_eng,67879
1/1/2015,WEST REGION,male,age_group,age_20_24,33390
1/1/2020,EAST REGION,,dwelling_type_population,condominiums_and_other_apartments,119410
1/1/2000,NORTH REGION,female,ethnic_distribution,others,2062
1/1/2015,NORTH REGION,female,age_group,total,266520
1/1/2010,CENTRAL REGION,,mode_of_transport_school,car,24898
1/1/2010,EAST REGION,female,age_group,age_45_49,31710
1/1/2010,NORTH-EAST REGION,,dwelling_type_household,hdb_3_room_flats,40860
1/1/2015,WEST REGION,,industry,hotels_restaurants,0
1/1/2015,EAST REGION,,income_from_work,sgd_1500_to_1999,27000
1/1/2010,CENTRAL REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2000,NORTH-EAST REGION,male,ethnic_distribution,chinese,214369
1/1/2010,WEST REGION,,language_literate,l1_non_off,1328
1/1/2000,NORTH-EAST REGION,,language_literate,no_literate,34399
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,mrt_bus,0
1/1/2020,WEST REGION,female,economic_status,employed,235746
1/1/2020,NORTH REGION,,income_from_work,total,320410
1/1/2015,EAST REGION,,religion,buddhism,174700
1/1/2020,EAST REGION,,mode_of_transport_work,mrt,0
1/1/2020,NORTH REGION,,industry,other_comm_social_personal,9070
1/1/2020,CENTRAL REGION,,language_literate,l1_mal,7131
1/1/2000,NORTH REGION,,dwelling_type_population,total_hdb,388610
1/1/2010,EAST REGION,female,age_group,age_40_44,29660
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2000,CENTRAL REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2015,NORTH-EAST REGION,,language_literate,l2_eng_mal,61900
1/1/2015,CENTRAL REGION,,religion,islam,61200
1/1/2015,NORTH REGION,,income_from_work,sgd_10000_to_10999,5800
1/1/2010,CENTRAL REGION,,income_from_work,sgd_12000_14999,0
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2000,EAST REGION,,tenancy,others,1606
1/1/2000,EAST REGION,female,marital_status,married,151020
1/1/2000,EAST REGION,,household_income,below_sgd_1000,15896
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,chinese_dialects,95300
1/1/2020,NORTH-EAST REGION,,industry,professional_services,40407
1/1/2020,WEST REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,12390
1/1/2015,CENTRAL REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2020,WEST REGION,,dwelling_type_household,others,444
1/1/2010,NORTH REGION,,income_from_work,sgd_6000_to_6999,11668
1/1/2020,EAST REGION,female,age_group,age_20_24,22380
1/1/2000,NORTH REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2015,NORTH REGION,,education_attending,university,9700
1/1/2020,CENTRAL REGION,male,ethnic_distribution,others,19760
1/1/2010,NORTH-EAST REGION,male,age_group,age_80_84,2700
1/1/2015,NORTH REGION,female,age_group,age_80_84,2670
1/1/2015,NORTH REGION,female,economic_status,inactive,82200
1/1/2015,NORTH REGION,male,age_group,age_15_19,19700
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,mrt_car,0
1/1/2010,NORTH-EAST REGION,,dwelling_type_population,landed_properties,74640
1/1/2010,EAST REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2010,NORTH REGION,,education_attending,pre_primary,9521
1/1/2010,NORTH REGION,,dwelling_type_population,hdb_3_room_flats,56970
1/1/2015,CENTRAL REGION,,dwelling_type_population,total,939890
1/1/2015,WEST REGION,,education_attending,prof_qualification_diploma,2400
1/1/2000,NORTH REGION,male,marital_status,widowed,2311
1/1/2000,NORTH REGION,male,age_group,age_30_34,21260
1/1/2000,EAST REGION,,industry,,
1/1/2015,CENTRAL REGION,,mode_of_transport_work,others,6200
1/1/2010,NORTH-EAST REGION,female,age_group,age_70_74,9580
1/1/2020,CENTRAL REGION,,household_size,person6,15282
1/1/2020,NORTH-EAST REGION,,income_from_work,below_sgd_1000,33116
1/1/2010,WEST REGION,,language_literate,l1_mal,13582
1/1/2020,CENTRAL REGION,,education_attending,prof_qualification_diploma,1964
1/1/2015,NORTH REGION,,household_income,sgd_6000_to_6999,11200
1/1/2015,WEST REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2010,NORTH-EAST REGION,,language_literate,l1_chi,103227
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_6000_to_6999,35447
1/1/2000,WEST REGION,female,age_group,age_80_84,2200
1/1/2000,WEST REGION,male,age_group,age_15_19,26520
1/1/2000,WEST REGION,,education_attending,university,7541
1/1/2020,NORTH REGION,,mode_of_transport_school,others,1205
1/1/2020,WEST REGION,,income_from_work,sgd_9000_to_9999,17381
1/1/2020,EAST REGION,male,ethnic_distribution,others,11970
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_10000_to_10999,13400
1/1/2020,WEST REGION,,household_income,sgd_13000_to_13999,9508
1/1/2020,CENTRAL REGION,female,age_group,age_20_24,23110
1/1/2015,NORTH REGION,,language_spoken_at_home,mand_eng,0
1/1/2010,NORTH-EAST REGION,,industry,real_estate_services,10130
1/1/2000,CENTRAL REGION,,household_income,sgd_8000_over,60092
1/1/2010,NORTH REGION,female,age_group,age_15_19,18970
1/1/2015,CENTRAL REGION,female,age_group,age_5_9,23010
1/1/2015,EAST REGION,,language_spoken_at_home,eng_oth_ind_lang,0
1/1/2010,NORTH-EAST REGION,,language_literate,l2_other_two,2193
1/1/2020,CENTRAL REGION,,household_income,sgd_17500_to_19999,12882
1/1/2010,NORTH REGION,male,age_group,age_80_84,1280
1/1/2015,NORTH-EAST REGION,,religion,taoism,79100
1/1/2015,NORTH-EAST REGION,,language_literate,l2_other_two,2400
1/1/2015,WEST REGION,,mode_of_transport_school,taxi,0
1/1/2000,CENTRAL REGION,,income_from_work,sgd_8000_over,
1/1/2015,WEST REGION,,household_size,person6,
1/1/2010,WEST REGION,female,age_group,age_85_over,3000
1/1/2020,EAST REGION,male,ethnic_distribution,malays,62210
1/1/2010,NORTH REGION,female,age_group,age_50_54,18800
1/1/2015,NORTH REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2010,WEST REGION,male,ethnic_distribution,chinese,318460
1/1/2010,EAST REGION,,industry,arts_entertainment_recreation,5923
1/1/2015,NORTH-EAST REGION,male,age_group,age_65_69,18500
1/1/2000,EAST REGION,,industry,information_communications,0
1/1/2000,NORTH REGION,,tenancy,owner,107132
1/1/2020,WEST REGION,,dwelling_type_household,landed_properties,5522
1/1/2010,WEST REGION,,industry,,
1/1/2015,EAST REGION,,religion,catholic_christian,42300
1/1/2015,NORTH REGION,,language_literate,l2_eng_chi,183500
1/1/2015,EAST REGION,,education_attending,polytechnic,17100
1/1/2010,CENTRAL REGION,,industry,other_services_industries,0
1/1/2015,WEST REGION,,industry,transportation_storage,44400
1/1/2000,EAST REGION,,mode_of_transport_work,,
1/1/2015,NORTH REGION,,religion,other_religions,1000
1/1/2010,NORTH-EAST REGION,,language_literate,l3_other_three,14443
1/1/2000,CENTRAL REGION,female,economic_status,,
1/1/2020,EAST REGION,,language_spoken_at_home,english,45620
1/1/2015,EAST REGION,,household_income,sgd_17500_to_19999,9000
1/1/2010,CENTRAL REGION,male,age_group,age_20_24,25550
1/1/2010,EAST REGION,,household_income,sgd_12000_to_12999,
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,other_indian_languages,8100
1/1/2020,WEST REGION,,mode_of_transport_school,mrt_bus,0
1/1/2020,NORTH-EAST REGION,,household_size,person_more_8,3684
1/1/2000,NORTH REGION,,religion,other_christians,21649
1/1/2015,NORTH REGION,,industry,health_social_services,16400
1/1/2010,EAST REGION,female,ethnic_distribution,others,13909
1/1/2020,CENTRAL REGION,,language_spoken_at_home,eng_oth_ind_lang,12852
1/1/2020,NORTH REGION,,household_income,sgd_12000_to_12999,6422
1/1/2010,WEST REGION,,language_spoken_at_home,others,10387
1/1/2000,CENTRAL REGION,,language_literate,l1_eng,120781
1/1/2010,NORTH REGION,,religion,islam,85803
1/1/2010,NORTH-EAST REGION,,language_literate,l2_eng_non_off,12950
1/1/2015,CENTRAL REGION,male,age_group,age_80_84,8020
1/1/2015,CENTRAL REGION,female,age_group,age_15_19,24040
1/1/2000,NORTH REGION,,language_spoken_at_home,tamil,14574
1/1/2020,NORTH REGION,female,ethnic_distribution,others,8850
1/1/2020,NORTH-EAST REGION,,language_literate,l1_eng,82571
1/1/2015,CENTRAL REGION,male,economic_status,inactive,92100
1/1/2020,NORTH-EAST REGION,male,age_group,age_15_19,24320
1/1/2020,NORTH-EAST REGION,,industry,public_admin_education,68425
1/1/2015,NORTH REGION,,household_income,sgd_15000_to_17499,7800
1/1/2010,CENTRAL REGION,male,age_group,age_25_29,29430
1/1/2020,WEST REGION,,religion,sikhism,2266
1/1/2000,NORTH-EAST REGION,male,economic_status,inactive,51732
1/1/2010,NORTH-EAST REGION,,household_size,person2,41305
1/1/2015,NORTH REGION,,dwelling_type_population,hdb_4_room_flats,235060
1/1/2000,CENTRAL REGION,female,age_group,age_5_9,28030
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_oth_lang,0
1/1/2015,CENTRAL REGION,,household_income,sgd_8000_over,
1/1/2015,NORTH REGION,,religion,sikhism,1200
1/1/2000,NORTH REGION,,language_spoken_at_home,mand_eng,0
1/1/2010,NORTH-EAST REGION,,household_size,,
1/1/2010,EAST REGION,,household_structure,ofn_2_gen,121042
1/1/2020,NORTH REGION,male,ethnic_distribution,chinese,190300
1/1/2000,NORTH REGION,,income_from_work,sgd_7000_to_7999,
1/1/2020,CENTRAL REGION,,industry,public_admin_education,58085
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_15000_over,33566
1/1/2020,CENTRAL REGION,female,age_group,age_60_64,33450
1/1/2020,CENTRAL REGION,,income_from_work,sgd_3000_to_3999,44867
1/1/2000,NORTH REGION,,household_income,sgd_1000_to_1999,15769
1/1/2015,WEST REGION,,language_literate,l3_eng_chi_mal,
1/1/2010,CENTRAL REGION,,language_spoken_at_home,eng_mly,0
1/1/2010,NORTH-EAST REGION,,household_income,sgd_8000_over,
1/1/2020,NORTH REGION,,industry,real_estate_services,6848
1/1/2000,WEST REGION,male,age_group,age_55_59,12200
1/1/2020,CENTRAL REGION,,household_income,sgd_5000_to_5999,13985
1/1/2000,WEST REGION,,language_literate,l2_other_two,1552
1/1/2010,WEST REGION,female,age_group,age_30_34,37260
1/1/2020,NORTH REGION,,industry,transportation_storage,30946
1/1/2015,NORTH REGION,,household_structure,ofn_3_more_gen,9800
1/1/2020,EAST REGION,,household_income,sgd_11000_to_11999,8082
1/1/2010,CENTRAL REGION,,income_from_work,sgd_2000_to_2499,37236
1/1/2015,NORTH REGION,,dwelling_type_household,total_hdb,145600
1/1/2000,NORTH-EAST REGION,male,marital_status,divorced,3830
1/1/2020,NORTH REGION,,language_spoken_at_home,oth_ind_lang_eng,3202
1/1/2010,WEST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2000,CENTRAL REGION,,income_from_work,sgd_12000_over,
1/1/2020,CENTRAL REGION,,mode_of_transport_work,mrt_lrt_only,71756
1/1/2015,CENTRAL REGION,,language_literate,l2_eng_non_off,19000
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,eng_oth_ind_lang,0
1/1/2015,NORTH REGION,,industry,accommodation_food_services,20000
1/1/2020,EAST REGION,,household_income,sgd_14000_to_14999,5792
1/1/2020,EAST REGION,,tenancy,owner,204087
1/1/2015,EAST REGION,,mode_of_transport_school,motorcycle_scooter,0
1/1/2010,CENTRAL REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2000,NORTH REGION,,language_literate,no_literate,18440
1/1/2015,WEST REGION,female,age_group,age_55_59,33530
1/1/2015,NORTH REGION,,income_from_work,total,301400
1/1/2020,CENTRAL REGION,,mode_of_transport_work,mrt_other,0
1/1/2000,CENTRAL REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2000,NORTH-EAST REGION,male,marital_status,married,133219
1/1/2000,WEST REGION,,household_size,person3,39662
1/1/2020,WEST REGION,,mode_of_transport_school,mrt,0
1/1/2015,WEST REGION,,household_structure,three_more_fam_nucleus,
1/1/2010,EAST REGION,,household_income,sgd_6000_to_6999,14100
1/1/2010,NORTH REGION,,education_attending,post_secondary,7112
1/1/2010,CENTRAL REGION,female,economic_status,inactive,190194
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2020,WEST REGION,,industry,financial_insurance_services,34112
1/1/2010,WEST REGION,female,age_group,age_35_39,38980
1/1/2015,NORTH REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2000,NORTH REGION,,income_from_work,below_sgd_1000,18012
1/1/2000,NORTH REGION,male,age_group,age_35_39,22670
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,mand_eng,0
1/1/2000,WEST REGION,female,age_group,,
1/1/2010,WEST REGION,,household_size,person5,42713
1/1/2020,WEST REGION,,mode_of_transport_school,lorry_pickup,356
1/1/2020,WEST REGION,,mode_of_transport_school,car,19046
1/1/2000,EAST REGION,,language_literate,l1_non_off,556
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,eng_tml,0
1/1/2000,CENTRAL REGION,male,ethnic_distribution,indian,29533
1/1/2000,CENTRAL REGION,,mode_of_transport_work,mrt_car,1420
1/1/2020,CENTRAL REGION,,dwelling_type_household,hdb_5_room_and_executive_flats,43379
1/1/2020,WEST REGION,,language_spoken_at_home,oth_lang_eng,4917
1/1/2015,WEST REGION,,dwelling_type_household,hdb_5_room_and_executive_flats,81300
1/1/2010,EAST REGION,,tenancy,tenant,18728
1/1/2010,EAST REGION,,language_spoken_at_home,mand_eng,0
1/1/2010,CENTRAL REGION,,language_literate,l1_non_off,1568
1/1/2000,NORTH REGION,,language_literate,l1_chi,71011
1/1/2010,EAST REGION,male,ethnic_distribution,indian,30074
1/1/2000,EAST REGION,,household_size,person2,25661
1/1/2020,CENTRAL REGION,female,economic_status,employed,224562
1/1/2000,NORTH-EAST REGION,,religion,other_religions,1395
1/1/2000,NORTH-EAST REGION,,household_income,,
1/1/2015,NORTH-EAST REGION,,industry,information_communications,19600
1/1/2020,NORTH-EAST REGION,,household_structure,tfn_3_more_gen,13075
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_12000_14999,0
1/1/2015,CENTRAL REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2015,CENTRAL REGION,male,age_group,age_45_49,36090
1/1/2015,NORTH-EAST REGION,male,economic_status,unemployed,9900
1/1/2000,CENTRAL REGION,male,age_group,age_0_4,23360
1/1/2010,CENTRAL REGION,,mode_of_transport_school,mrt,9185
1/1/2010,NORTH-EAST REGION,female,age_group,age_40_44,29260
1/1/2010,NORTH REGION,,language_spoken_at_home,tml_oth_lang,0
1/1/2020,WEST REGION,female,economic_status,inactive,157979
1/1/2015,NORTH REGION,,language_spoken_at_home,chn_dlt_oth_lang,0
1/1/2020,EAST REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,2051
1/1/2010,EAST REGION,male,age_group,age_10_14,25190
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_1000_to_1499,35910
1/1/2020,EAST REGION,female,marital_status,married,171151
1/1/2000,WEST REGION,,dwelling_type_household,others,600
1/1/2010,NORTH-EAST REGION,,religion,no_religion,105879
1/1/2010,NORTH-EAST REGION,,dwelling_type_household,others,878
1/1/2000,NORTH REGION,,language_spoken_at_home,other_indian_languages,3334
1/1/2010,EAST REGION,,household_structure,,
1/1/2020,EAST REGION,,religion,taoism,45756
1/1/2020,EAST REGION,,household_income,below_sgd_1000,4179
1/1/2015,EAST REGION,,industry,transport_communications,0
1/1/2010,CENTRAL REGION,,household_income,sgd_4000_to_4999,19494
1/1/2010,CENTRAL REGION,,income_from_work,sgd_2000_to_2999,0
1/1/2020,WEST REGION,,household_size,person5,37669
1/1/2015,CENTRAL REGION,,religion,catholic_christian,63200
1/1/2010,NORTH-EAST REGION,,income_from_work,total,383636
1/1/2010,EAST REGION,,industry,other_services_industries,0
1/1/2015,CENTRAL REGION,,education_attending,polytechnic,12600
1/1/2020,WEST REGION,,dwelling_type_household,hdb_4_room_flats,108928
1/1/2015,NORTH-EAST REGION,,household_income,sgd_20000_over,29300
1/1/2010,WEST REGION,,household_income,sgd_3000_to_3999,23969
1/1/2000,CENTRAL REGION,,industry,information_communications,0
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_11000_to_11999,
1/1/2000,NORTH-EAST REGION,,religion,hinduism,17307
1/1/2010,CENTRAL REGION,,industry,arts_entertainment_recreation,8701
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_1000_to_1999,67543
1/1/2010,WEST REGION,,income_from_work,sgd_5000_to_5999,35147
1/1/2000,WEST REGION,,language_literate,l2_eng_chi,204206
1/1/2020,NORTH REGION,,household_structure,no_family_nucleus,34328
1/1/2020,NORTH-EAST REGION,,income_from_work,sgd_1000_to_1499,0
1/1/2010,WEST REGION,,industry,real_estate_services,10316
1/1/2010,WEST REGION,,household_income,sgd_15000_to_17499,
1/1/2015,NORTH-EAST REGION,,industry,business_services,0
1/1/2000,WEST REGION,male,economic_status,inactive,60209
1/1/2010,EAST REGION,,language_literate,l1_chi,74999
1/1/2020,CENTRAL REGION,female,age_group,age_0_4,17570
1/1/2010,CENTRAL REGION,,industry,professional_services,36790
1/1/2015,NORTH-EAST REGION,,language_literate,l2_eng_chi,373200
1/1/2000,EAST REGION,male,age_group,age_25_29,22330
1/1/2015,WEST REGION,,language_literate,l1_eng,63900
1/1/2010,WEST REGION,,dwelling_type_population,hdb_4_room_flats,348100
1/1/2010,NORTH REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2015,NORTH REGION,,mode_of_transport_school,pvt_chartered_bus,6000
1/1/2020,CENTRAL REGION,,mode_of_transport_school,bus,29052
1/1/2000,NORTH-EAST REGION,,dwelling_type_household,total_hdb,133856
1/1/2000,NORTH REGION,,language_spoken_at_home,,
1/1/2015,NORTH-EAST REGION,,dwelling_type_population,hdb_4_room_flats,306710
1/1/2020,EAST REGION,,language_spoken_at_home,eng_mand,164850
1/1/2000,NORTH-EAST REGION,male,economic_status,,
1/1/2020,EAST REGION,male,marital_status,single,100293
1/1/2015,NORTH REGION,female,age_group,age_40_44,22800
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,tamil,15136
1/1/2010,EAST REGION,,income_from_work,sgd_10000_to_10999,
1/1/2010,WEST REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2020,EAST REGION,male,age_group,age_75_79,6780
1/1/2010,WEST REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2015,WEST REGION,,industry,construction,28900
1/1/2020,CENTRAL REGION,,household_income,sgd_8000_to_8999,11536
1/1/2020,CENTRAL REGION,male,age_group,age_85_over,7840
1/1/2000,WEST REGION,,dwelling_type_household,condominiums_and_other_apartments,9120
1/1/2010,EAST REGION,,language_spoken_at_home,mand_oth_lang,0
