Year,Region,Gender,Category,Attribute,Value
1/1/2015,WEST REGION,,income_from_work,sgd_2000_to_2499,37800
1/1/2015,WEST REGION,male,age_group,age_10_14,27310
1/1/2015,EAST REGION,male,marital_status,divorced,7600
1/1/2015,WEST REGION,,religion,hinduism,41100
1/1/2015,NORTH-EAST REGION,,household_income,sgd_13000_to_13999,8500
1/1/2020,EAST REGION,,mode_of_transport_work,bus,63038
1/1/2020,NORTH REGION,,dwelling_type_population,hdb_1_and_2_room_flats,26460
1/1/2020,WEST REGION,female,age_group,age_65_69,26220
1/1/2000,NORTH-EAST REGION,,household_size,person1,11986
1/1/2015,EAST REGION,male,age_group,age_85_over,2310
1/1/2020,NORTH REGION,,religion,hinduism,29711
1/1/2020,CENTRAL REGION,,dwelling_type_household,condominiums_and_other_apartments,76638
1/1/2020,CENTRAL REGION,,household_income,sgd_9000_to_9999,10437
1/1/2015,WEST REGION,,income_from_work,sgd_12000_14999,0
1/1/2020,CENTRAL REGION,,language_spoken_at_home,mly_eng,23891
1/1/2000,CENTRAL REGION,male,age_group,age_50_54,32160
1/1/2020,CENTRAL REGION,,dwelling_type_population,total,922580
1/1/2015,WEST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2020,CENTRAL REGION,,mode_of_transport_work,others,5838
1/1/2000,EAST REGION,,mode_of_transport_work,mrt_lrt_only,0
1/1/2000,EAST REGION,,household_structure,three_more_fam_nucleus,352
1/1/2000,WEST REGION,,income_from_work,sgd_6000_over,32386
1/1/2010,EAST REGION,male,marital_status,married,168011
1/1/2000,CENTRAL REGION,,household_income,sgd_14000_to_14999,
1/1/2020,WEST REGION,,industry,accommodation_food_services,29685
1/1/2015,EAST REGION,male,age_group,age_60_64,22650
1/1/2020,NORTH REGION,female,age_group,age_55_59,22020
1/1/2010,NORTH-EAST REGION,female,age_group,age_80_84,4690
1/1/2000,WEST REGION,female,ethnic_distribution,chinese,244152
1/1/2010,WEST REGION,male,economic_status,inactive,88684
1/1/2000,NORTH REGION,,household_size,person2,18026
1/1/2010,NORTH REGION,male,ethnic_distribution,indian,27947
1/1/2015,CENTRAL REGION,,dwelling_type_household,hdb_1_and_2_room_flats,36000
1/1/2010,CENTRAL REGION,male,age_group,age_35_39,38350
1/1/2020,CENTRAL REGION,,industry,business_services,
1/1/2000,EAST REGION,,language_literate,l1_chi,95680
1/1/2015,CENTRAL REGION,,language_spoken_at_home,others,8400
1/1/2010,WEST REGION,,household_size,,
1/1/2000,CENTRAL REGION,,industry,professional_services,0
1/1/2000,NORTH-EAST REGION,male,age_group,age_10_14,21560
1/1/2010,WEST REGION,female,economic_status,,
1/1/2020,NORTH-EAST REGION,,household_size,person6,17167
1/1/2020,NORTH REGION,,industry,manufacturing,42296
1/1/2015,NORTH REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2015,NORTH REGION,,household_size,person4,38600
1/1/2015,NORTH REGION,,mode_of_transport_school,lorry_pickup,0
1/1/2020,EAST REGION,,household_income,sgd_20000_over,34654
1/1/2020,EAST REGION,male,ethnic_distribution,indian,30570
1/1/2020,CENTRAL REGION,,language_literate,l1_non_off,1676
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_1500_to_1999,37084
1/1/2020,NORTH-EAST REGION,,household_structure,three_more_fam_nucleus,605
1/1/2010,WEST REGION,,tenancy,owner,240331
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,taxi,417
1/1/2010,EAST REGION,,education_attending,prof_qualification_diploma,3167
1/1/2010,NORTH-EAST REGION,,education_attending,pre_primary,12894
1/1/2000,NORTH-EAST REGION,,dwelling_type_household,hdb_5_room_and_executive_flats,33562
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,mrt_bus,29500
1/1/2010,NORTH-EAST REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2010,WEST REGION,,industry,financial_insurance_services,23330
1/1/2020,NORTH REGION,,income_from_work,sgd_6000_to_6999,22151
1/1/2000,CENTRAL REGION,,household_income,sgd_4000_to_4999,21834
1/1/2000,CENTRAL REGION,,income_from_work,sgd_2000_to_2999,0
1/1/2020,CENTRAL REGION,,income_from_work,sgd_12000_14999,27342
1/1/2015,EAST REGION,,income_from_work,sgd_1000_to_1499,30700
1/1/2000,NORTH-EAST REGION,,religion,taoism,43210
1/1/2015,WEST REGION,,household_income,sgd_9000_to_9999,15000
1/1/2010,CENTRAL REGION,,mode_of_transport_work,mrt_other,4071
1/1/2015,WEST REGION,,language_spoken_at_home,mly_eng,0
1/1/2020,NORTH REGION,,education_attending,post_secondary,9028
1/1/2000,NORTH-EAST REGION,,religion,no_religion,63730
1/1/2020,WEST REGION,female,age_group,age_35_39,34780
1/1/2015,NORTH REGION,female,marital_status,widowed,15100
1/1/2010,WEST REGION,,dwelling_type_household,others,482
1/1/2000,WEST REGION,,language_spoken_at_home,chinese_dialects,138452
1/1/2010,WEST REGION,female,age_group,age_25_29,35670
1/1/2015,NORTH-EAST REGION,,dwelling_type_household,landed_properties,22500
1/1/2020,WEST REGION,,language_spoken_at_home,chn_dlt_oth_lang,2763
1/1/2015,NORTH REGION,,mode_of_transport_work,taxi,2700
1/1/2000,WEST REGION,male,age_group,age_5_9,32120
1/1/2015,NORTH-EAST REGION,,dwelling_type_population,hdb_3_room_flats,115470
1/1/2000,NORTH REGION,,education_attending,,
1/1/2020,NORTH-EAST REGION,,dwelling_type_population,total_hdb,732850
1/1/2010,NORTH REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2015,WEST REGION,female,age_group,age_40_44,37320
1/1/2020,EAST REGION,,language_literate,l2_eng_tam,11820
1/1/2010,CENTRAL REGION,,dwelling_type_population,total_hdb,676120
1/1/2010,NORTH REGION,,mode_of_transport_school,mrt_lrt_and_bus,0
1/1/2010,CENTRAL REGION,,income_from_work,sgd_8000_over,87403
1/1/2010,WEST REGION,,household_size,person6,19216
1/1/2000,WEST REGION,female,ethnic_distribution,malays,59041
1/1/2020,NORTH REGION,,mode_of_transport_school,pvt_chartered_bus_van,3847
1/1/2000,NORTH-EAST REGION,,education_attending,post_secondary,8492
1/1/2020,NORTH-EAST REGION,male,age_group,age_50_54,30670
1/1/2000,NORTH REGION,,industry,admin_support_services,0
1/1/2010,NORTH REGION,,mode_of_transport_school,others,4179
1/1/2000,CENTRAL REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2015,WEST REGION,male,economic_status,employed,279500
1/1/2000,NORTH-EAST REGION,female,economic_status,unemployed,7302
1/1/2010,WEST REGION,,income_from_work,sgd_9000_to_9999,
1/1/2000,NORTH-EAST REGION,female,marital_status,widowed,18607
1/1/2010,WEST REGION,female,economic_status,unemployed,9708
1/1/2010,NORTH-EAST REGION,,education_attending,,
1/1/2015,EAST REGION,female,age_group,age_10_14,18570
1/1/2020,NORTH-EAST REGION,,household_income,sgd_4000_to_4999,16230
1/1/2000,NORTH-EAST REGION,,language_literate,,
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_8000_to_8999,19400
1/1/2010,WEST REGION,,mode_of_transport_school,motorcycle_scooter,993
1/1/2020,NORTH REGION,male,age_group,age_25_29,22570
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,0
1/1/2015,WEST REGION,female,marital_status,divorced,15200
1/1/2015,EAST REGION,,religion,other_religions,1500
1/1/2000,NORTH REGION,,mode_of_transport_work,,
1/1/2000,WEST REGION,,language_literate,l1_mal,18997
1/1/2010,NORTH-EAST REGION,,language_literate,l1_eng,68681
1/1/2015,NORTH REGION,,household_income,sgd_17500_to_19999,5300
1/1/2015,NORTH-EAST REGION,female,age_group,age_10_14,21960
1/1/2010,NORTH REGION,,household_income,sgd_12000_to_12999,
1/1/2010,NORTH REGION,female,ethnic_distribution,others,7949
1/1/2010,NORTH REGION,male,marital_status,widowed,2555
1/1/2020,NORTH-EAST REGION,,religion,sikhism,2568
1/1/2020,NORTH REGION,,language_spoken_at_home,english,18963
1/1/2000,EAST REGION,,religion,other_christians,48170
1/1/2015,EAST REGION,,industry,health_social_services,16900
1/1/2015,NORTH-EAST REGION,female,ethnic_distribution,others,11340
1/1/2010,CENTRAL REGION,,household_size,person_more_8,4000
1/1/2020,EAST REGION,female,marital_status,widowed,26933
1/1/2015,CENTRAL REGION,male,age_group,age_50_54,36780
1/1/2020,NORTH REGION,,income_from_work,sgd_1000_to_1499,0
1/1/2020,WEST REGION,female,economic_status,unemployed,15575
1/1/2010,WEST REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2015,EAST REGION,,income_from_work,sgd_6000_to_6999,24800
1/1/2000,EAST REGION,male,age_group,age_85_over,940
1/1/2015,WEST REGION,,mode_of_transport_work,pvt_chartered_bus,24200
1/1/2020,EAST REGION,,mode_of_transport_work,mrt_other,0
1/1/2000,EAST REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2010,EAST REGION,female,economic_status,inactive,136171
1/1/2000,WEST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2020,WEST REGION,,household_structure,tfn_3_more_gen,12332
1/1/2010,CENTRAL REGION,,household_income,sgd_6000_to_6999,15705
1/1/2000,NORTH-EAST REGION,,religion,buddhism,206016
1/1/2015,NORTH REGION,,mode_of_transport_work,car,48600
1/1/2000,NORTH REGION,,religion,sikhism,1145
1/1/2015,NORTH REGION,male,marital_status,divorced,5700
1/1/2020,WEST REGION,,household_income,sgd_3000_to_3999,16536
1/1/2010,WEST REGION,,language_spoken_at_home,chn_dlt_oth_lang,0
1/1/2020,WEST REGION,,income_from_work,sgd_5000_to_5999,47162
1/1/2020,NORTH-EAST REGION,,income_from_work,total,514248
1/1/2020,WEST REGION,female,age_group,age_25_29,34700
1/1/2015,CENTRAL REGION,female,marital_status,single,119100
1/1/2000,NORTH-EAST REGION,,industry,others,2034
1/1/2000,CENTRAL REGION,male,age_group,age_10_14,27210
1/1/2020,CENTRAL REGION,,household_income,sgd_11000_to_11999,9446
1/1/2000,WEST REGION,,household_structure,ofn_3_more_gen,13788
1/1/2010,EAST REGION,,income_from_work,sgd_2000_to_2499,32185
1/1/2020,NORTH-EAST REGION,,language_literate,l2_eng_tam,29269
1/1/2015,NORTH REGION,,language_literate,l2_other_two,2200
1/1/2010,WEST REGION,,mode_of_transport_work,car,108289
1/1/2010,WEST REGION,male,marital_status,divorced,7554
1/1/2000,WEST REGION,,dwelling_type_household,total_hdb,197654
1/1/2000,NORTH-EAST REGION,,household_structure,no_family_nucleus,17536
1/1/2020,CENTRAL REGION,,industry,others,3098
1/1/2010,EAST REGION,,education_attending,pre_primary,10187
1/1/2020,NORTH-EAST REGION,,industry,other_services_industries,
1/1/2000,EAST REGION,male,marital_status,widowed,3503
1/1/2000,EAST REGION,male,age_group,age_30_34,27280
1/1/2010,NORTH REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2000,NORTH REGION,,industry,,
1/1/2010,EAST REGION,,dwelling_type_population,hdb_3_room_flats,103760
1/1/2000,EAST REGION,,language_spoken_at_home,chn_dlt_eng,0
1/1/2000,NORTH REGION,,dwelling_type_population,hdb_3_room_flats,55050
1/1/2010,EAST REGION,,language_spoken_at_home,eng_mand,0
1/1/2020,EAST REGION,,mode_of_transport_school,pvt_chartered_bus,0
1/1/2015,WEST REGION,,religion,no_religion,139700
1/1/2010,NORTH REGION,male,age_group,age_30_34,19700
1/1/2020,NORTH REGION,,household_income,sgd_10000_to_10999,8482
1/1/2000,NORTH REGION,,education_attending,pre_primary,11015
1/1/2010,EAST REGION,male,marital_status,single,101321
1/1/2010,NORTH REGION,,religion,catholic_christian,21911
1/1/2020,CENTRAL REGION,,mode_of_transport_work,lorry_pickup,3742
1/1/2000,WEST REGION,,education_attending,secondary,48623
1/1/2020,NORTH REGION,female,age_group,age_75_79,4900
1/1/2020,NORTH-EAST REGION,female,age_group,age_20_24,24460
1/1/2020,NORTH REGION,female,marital_status,single,73491
1/1/2015,EAST REGION,male,age_group,age_40_44,24680
1/1/2000,WEST REGION,,mode_of_transport_school,mrt_car,174
1/1/2020,CENTRAL REGION,,mode_of_transport_work,car,108021
1/1/2000,NORTH REGION,,income_from_work,sgd_8000_to_8999,
1/1/2020,CENTRAL REGION,male,marital_status,divorced,14888
1/1/2010,WEST REGION,,dwelling_type_household,hdb_3_room_flats,46819
1/1/2020,EAST REGION,,language_literate,l3_eng_mal_tam,1527
1/1/2010,NORTH REGION,female,age_group,age_55_59,13640
1/1/2010,NORTH REGION,,household_income,sgd_10000_over,27705
1/1/2020,NORTH-EAST REGION,male,age_group,age_35_39,38050
1/1/2010,WEST REGION,,mode_of_transport_school,bus,51853
1/1/2010,WEST REGION,female,age_group,age_0_4,23560
1/1/2015,WEST REGION,,income_from_work,sgd_2500_to_2999,35400
1/1/2010,WEST REGION,,industry,accommodation_food_services,24784
1/1/2020,WEST REGION,,industry,professional_services,38472
1/1/2000,WEST REGION,,industry,business_services,42546
1/1/2015,EAST REGION,male,economic_status,employed,212200
1/1/2015,NORTH REGION,,mode_of_transport_school,mrt,10300
1/1/2010,EAST REGION,female,economic_status,unemployed,6980
1/1/2010,EAST REGION,,household_size,person6,15725
1/1/2000,NORTH REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2010,EAST REGION,,income_from_work,sgd_9000_to_9999,
1/1/2015,NORTH REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,EAST REGION,female,ethnic_distribution,malays,60839
1/1/2010,EAST REGION,,household_income,sgd_9000_to_9999,8890
1/1/2020,NORTH-EAST REGION,,household_income,sgd_8000_to_8999,15310
1/1/2010,WEST REGION,,income_from_work,sgd_1000_to_1499,39732
1/1/2000,WEST REGION,,industry,transport_communications,38146
1/1/2010,NORTH REGION,,household_income,sgd_13000_to_13999,
1/1/2015,EAST REGION,,dwelling_type_household,others,600
1/1/2010,EAST REGION,,language_spoken_at_home,mly_eng,0
1/1/2010,CENTRAL REGION,,mode_of_transport_work,bus,102107
1/1/2010,NORTH-EAST REGION,female,ethnic_distribution,,
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_4000_to_4999,48500
1/1/2000,NORTH REGION,male,marital_status,single,44676
1/1/2020,WEST REGION,female,age_group,age_15_19,26220
1/1/2020,NORTH REGION,,dwelling_type_population,condominiums_and_other_apartments,49230
1/1/2000,CENTRAL REGION,male,age_group,age_20_24,28760
1/1/2000,NORTH REGION,,language_spoken_at_home,eng_mand,0
1/1/2000,CENTRAL REGION,female,marital_status,divorced,12919
1/1/2015,NORTH REGION,,household_size,person3,31600
1/1/2020,WEST REGION,male,age_group,age_80_84,5170
1/1/2000,EAST REGION,,household_income,sgd_12000_to_12999,
1/1/2020,CENTRAL REGION,,dwelling_type_household,hdb_1_and_2_room_flats,36479
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,taxi,0
1/1/2000,EAST REGION,female,ethnic_distribution,others,6343
1/1/2000,CENTRAL REGION,female,ethnic_distribution,,
1/1/2000,WEST REGION,,household_structure,ofn_1_gen,22360
1/1/2015,WEST REGION,,industry,real_estate_services,11400
1/1/2015,EAST REGION,,household_income,no_working_person,17500
1/1/2020,EAST REGION,,language_spoken_at_home,malay,19010
1/1/2000,WEST REGION,,language_literate,l2_eng_mal,76508
1/1/2000,NORTH-EAST REGION,female,age_group,age_30_34,23510
1/1/2000,NORTH REGION,,household_income,sgd_8000_to_8999,
1/1/2015,NORTH-EAST REGION,,industry,transportation_storage,40100
1/1/2015,EAST REGION,,language_spoken_at_home,eng_oth_lang,0
1/1/2000,NORTH-EAST REGION,male,marital_status,,
1/1/2020,NORTH REGION,female,age_group,age_30_34,23610
1/1/2015,EAST REGION,,dwelling_type_population,condominiums_and_other_apartments,95700
1/1/2010,NORTH-EAST REGION,,industry,other_comm_social_personal,12262
1/1/2020,EAST REGION,,dwelling_type_household,hdb_1_and_2_room_flats,9340
1/1/2015,NORTH-EAST REGION,,industry,admin_support_services,21400
1/1/2000,EAST REGION,male,age_group,age_20_24,20340
1/1/2000,EAST REGION,female,marital_status,divorced,6992
1/1/2000,CENTRAL REGION,,household_income,sgd_12000_to_12999,
1/1/2000,CENTRAL REGION,female,ethnic_distribution,others,4353
1/1/2000,NORTH-EAST REGION,,religion,,
1/1/2010,EAST REGION,,income_from_work,sgd_12000_over,
1/1/2015,CENTRAL REGION,female,age_group,total,485700
1/1/2010,NORTH REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2010,NORTH REGION,,mode_of_transport_school,car,7991
1/1/2020,WEST REGION,,language_literate,l3_other_three,
1/1/2010,NORTH REGION,,dwelling_type_population,hdb_5_room_and_executive_flats,187570
1/1/2000,WEST REGION,male,age_group,total,376390
1/1/2020,CENTRAL REGION,,income_from_work,sgd_11000_to_11999,13021
1/1/2000,EAST REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,NORTH REGION,,language_spoken_at_home,eng_mly,0
1/1/2020,CENTRAL REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2015,WEST REGION,,mode_of_transport_work,mrt_other,0
1/1/2010,WEST REGION,,income_from_work,sgd_1000_to_1999,0
1/1/2010,EAST REGION,,dwelling_type_population,hdb_1_and_2_room_flats,10300
1/1/2015,NORTH-EAST REGION,male,age_group,age_5_9,23920
1/1/2010,WEST REGION,,dwelling_type_household,condominiums_and_other_apartments,27108
1/1/2015,CENTRAL REGION,,industry,financial_insurance_services,47700
1/1/2000,NORTH-EAST REGION,,religion,catholic_christian,27570
1/1/2015,EAST REGION,,household_structure,tfn_3_more_gen,
1/1/2010,WEST REGION,,household_income,sgd_7000_to_7999,17252
1/1/2015,NORTH REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2000,EAST REGION,,mode_of_transport_school,pvt_chartered_bus,22509
1/1/2010,NORTH-EAST REGION,,industry,,
1/1/2015,EAST REGION,,household_size,person_more_8,
1/1/2020,WEST REGION,,language_spoken_at_home,tml_oth_lang,808
1/1/2010,NORTH REGION,,income_from_work,sgd_12000_14999,0
1/1/2010,CENTRAL REGION,,income_from_work,sgd_6000_to_6999,22915
1/1/2010,WEST REGION,,household_size,person3,54139
1/1/2020,NORTH-EAST REGION,,education_attending,secondary,40802
1/1/2015,CENTRAL REGION,female,economic_status,inactive,159700
1/1/2010,NORTH-EAST REGION,,dwelling_type_household,landed_properties,19234
1/1/2020,EAST REGION,,mode_of_transport_school,others,1316
1/1/2015,EAST REGION,,household_income,sgd_6000_to_6999,12500
1/1/2010,NORTH-EAST REGION,female,ethnic_distribution,others,10037
1/1/2015,CENTRAL REGION,male,age_group,age_15_19,24070
1/1/2000,CENTRAL REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2015,CENTRAL REGION,,education_attending,university,20200
1/1/2010,NORTH-EAST REGION,female,age_group,age_0_4,20690
1/1/2020,NORTH REGION,male,ethnic_distribution,others,7070
1/1/2015,CENTRAL REGION,female,age_group,age_80_84,11190
1/1/2010,WEST REGION,,mode_of_transport_work,pvt_chartered_bus,28560
1/1/2015,WEST REGION,,mode_of_transport_work,other_combi_mrt_or_bus,32800
1/1/2015,NORTH REGION,,mode_of_transport_work,others,5600
1/1/2010,CENTRAL REGION,,dwelling_type_population,hdb_3_room_flats,230470
1/1/2020,EAST REGION,,industry,others,3017
1/1/2020,NORTH-EAST REGION,,language_spoken_at_home,chn_dlt_oth_lang,2741
1/1/2015,NORTH-EAST REGION,male,age_group,age_15_19,24650
1/1/2020,NORTH REGION,,household_size,person6,11746
1/1/2015,NORTH REGION,,dwelling_type_population,total,531860
1/1/2010,CENTRAL REGION,,education_attending,pre_primary,12871
1/1/2000,CENTRAL REGION,male,age_group,age_30_34,34640
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,34055
1/1/2000,CENTRAL REGION,male,marital_status,widowed,8333
1/1/2020,NORTH REGION,,education_attending,prof_qualification_diploma,2047
1/1/2015,CENTRAL REGION,,language_literate,no_literate,29700
1/1/2000,CENTRAL REGION,,industry,accommodation_food_services,0
1/1/2000,NORTH REGION,,language_literate,l2_eng_non_off,1402
1/1/2015,WEST REGION,,mode_of_transport_school,motorcycle_scooter,0
1/1/2020,NORTH REGION,,mode_of_transport_work,mrt_car,0
1/1/2020,NORTH REGION,male,age_group,age_60_64,18980
1/1/2020,WEST REGION,,household_income,sgd_14000_to_14999,8561
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,car,111932
1/1/2015,EAST REGION,female,age_group,age_55_59,28480
1/1/2010,EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2020,WEST REGION,,tenancy,owner,274718
1/1/2015,NORTH REGION,,tenancy,owner,147500
1/1/2010,CENTRAL REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2020,CENTRAL REGION,female,ethnic_distribution,chinese,389000
1/1/2010,EAST REGION,,household_income,sgd_2000_to_2999,15449
1/1/2020,WEST REGION,,education_attending,polytechnic,19321
1/1/2015,CENTRAL REGION,,dwelling_type_household,hdb_4_room_flats,66300
1/1/2000,EAST REGION,,mode_of_transport_school,,
1/1/2020,WEST REGION,,mode_of_transport_work,mrt_bus,0
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,bus,37245
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,motorcycle_scooter,14777
1/1/2010,CENTRAL REGION,,industry,manufacturing,42846
1/1/2000,CENTRAL REGION,,household_size,,
1/1/2020,WEST REGION,,religion,other_christians,79115
1/1/2010,CENTRAL REGION,male,age_group,age_55_59,32320
1/1/2015,NORTH-EAST REGION,male,age_group,age_10_14,23070
1/1/2015,NORTH REGION,,household_structure,ofn_2_gen,92700
1/1/2010,EAST REGION,,income_from_work,sgd_4000_to_4999,33779
1/1/2020,CENTRAL REGION,,income_from_work,below_sgd_1000,30923
1/1/2000,NORTH REGION,,income_from_work,sgd_8000_over,
1/1/2020,WEST REGION,,language_spoken_at_home,other_indian_languages,0
1/1/2000,EAST REGION,,language_spoken_at_home,mandarin,178627
1/1/2010,CENTRAL REGION,female,age_group,age_50_54,37060
1/1/2015,CENTRAL REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2010,NORTH-EAST REGION,,household_income,sgd_1000_to_1999,15324
1/1/2010,WEST REGION,female,age_group,age_60_64,20190
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,bus,47153
1/1/2015,NORTH-EAST REGION,male,age_group,total,408190
1/1/2010,NORTH REGION,,industry,other_services_industries,0
1/1/2010,NORTH-EAST REGION,,dwelling_type_population,hdb_3_room_flats,110630
1/1/2015,CENTRAL REGION,,language_literate,l2_eng_chi,357700
1/1/2015,WEST REGION,,industry,information_communications,16000
1/1/2000,WEST REGION,,education_attending,polytechnic,11983
1/1/2000,CENTRAL REGION,,tenancy,owner,224684
1/1/2010,EAST REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2000,NORTH REGION,female,ethnic_distribution,indian,17029
1/1/2010,WEST REGION,,household_size,person4,66316
1/1/2020,CENTRAL REGION,,household_income,sgd_1000_to_1999,19752
1/1/2015,CENTRAL REGION,,religion,other_christians,118000
1/1/2020,CENTRAL REGION,,income_from_work,sgd_7000_to_7999,22627
1/1/2000,CENTRAL REGION,female,age_group,age_35_39,39530
1/1/2000,CENTRAL REGION,,religion,other_religions,1792
1/1/2000,NORTH REGION,,income_from_work,sgd_3000_to_3999,28263
1/1/2000,NORTH REGION,,industry,public_admin_education,0
1/1/2020,CENTRAL REGION,,language_spoken_at_home,chinese_dialects,26636
1/1/2010,EAST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2000,CENTRAL REGION,,industry,real_estate_services,0
1/1/2015,EAST REGION,,education_attending,post_secondary,11000
1/1/2010,NORTH REGION,,education_attending,primary,43972
1/1/2000,NORTH REGION,,household_income,sgd_5000_to_5999,10424
1/1/2010,EAST REGION,male,age_group,age_5_9,19680
1/1/2015,WEST REGION,,income_from_work,sgd_1500_to_1999,34000
1/1/2015,EAST REGION,,industry,hotels_restaurants,0
1/1/2015,NORTH-EAST REGION,,education_attending,pre_primary,14100
1/1/2010,WEST REGION,female,age_group,age_45_49,37700
1/1/2020,CENTRAL REGION,,language_spoken_at_home,mand_eng,91088
1/1/2020,NORTH REGION,female,age_group,age_5_9,14580
1/1/2000,CENTRAL REGION,,mode_of_transport_school,bus,53608
1/1/2000,EAST REGION,,household_size,person7,5632
1/1/2000,EAST REGION,,income_from_work,sgd_5000_to_5999,15330
1/1/2015,WEST REGION,female,age_group,age_70_74,10290
1/1/2000,EAST REGION,,household_income,sgd_3000_to_3999,21924
1/1/2015,NORTH REGION,,mode_of_transport_school,pvt_chartered_bus_van,0
1/1/2000,NORTH-EAST REGION,,industry,manufacturing,47893
1/1/2010,CENTRAL REGION,female,age_group,age_70_74,18890
1/1/2010,CENTRAL REGION,,household_structure,three_more_fam_nucleus,573
1/1/2000,WEST REGION,,mode_of_transport_school,pvt_chartered_bus,22568
1/1/2020,NORTH-EAST REGION,,dwelling_type_household,hdb_4_room_flats,107155
1/1/2020,EAST REGION,,language_spoken_at_home,tml_oth_lang,368
1/1/2015,WEST REGION,,household_size,person_more_8,
1/1/2000,CENTRAL REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2020,EAST REGION,,industry,manufacturing,32344
1/1/2020,CENTRAL REGION,male,age_group,age_35_39,29400
1/1/2020,NORTH REGION,male,ethnic_distribution,indian,30870
1/1/2015,EAST REGION,,household_size,person4,50700
1/1/2010,CENTRAL REGION,,language_spoken_at_home,other_indian_languages,8507
1/1/2000,NORTH-EAST REGION,,mode_of_transport_school,taxi,126
1/1/2020,NORTH REGION,,household_income,sgd_20000_over,13310
1/1/2000,WEST REGION,,mode_of_transport_work,others,27734
1/1/2000,WEST REGION,,dwelling_type_population,total,745430
1/1/2015,EAST REGION,,language_spoken_at_home,oth_lang_eng,0
1/1/2015,EAST REGION,,mode_of_transport_school,lorry_pickup,0
1/1/2020,CENTRAL REGION,,income_from_work,sgd_6000_over,0
1/1/2010,EAST REGION,,language_literate,no_literate,19299
1/1/2000,NORTH-EAST REGION,female,age_group,age_40_44,28380
1/1/2010,CENTRAL REGION,female,age_group,age_55_59,33310
1/1/2015,WEST REGION,,industry,wholesale_retail_trade,85400
1/1/2020,NORTH-EAST REGION,male,age_group,age_0_4,25790
1/1/2010,WEST REGION,,language_literate,l2_eng_non_off,19201
1/1/2010,CENTRAL REGION,,household_income,sgd_10000_over,84980
1/1/2015,WEST REGION,female,ethnic_distribution,malays,71700
1/1/2000,EAST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2020,NORTH-EAST REGION,,mode_of_transport_school,mrt_lrt_only,10999
1/1/2015,NORTH-EAST REGION,,industry,financial_insurance_services,38600
1/1/2000,CENTRAL REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2015,NORTH-EAST REGION,female,marital_status,widowed,28900
1/1/2010,WEST REGION,female,age_group,age_65_69,10970
1/1/2015,CENTRAL REGION,,mode_of_transport_school,mrt,9300
1/1/2015,CENTRAL REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,EAST REGION,,income_from_work,sgd_15000_over,0
1/1/2015,WEST REGION,,income_from_work,sgd_8000_over,
1/1/2010,WEST REGION,male,age_group,age_60_64,20820
1/1/2010,NORTH REGION,,household_income,sgd_14000_to_14999,
1/1/2000,NORTH-EAST REGION,male,age_group,age_0_4,19100
1/1/2020,NORTH-EAST REGION,male,age_group,age_40_44,35590
1/1/2010,NORTH-EAST REGION,female,marital_status,,
1/1/2010,EAST REGION,,language_spoken_at_home,oth_ind_lang_eng,0
