End of Period / SORA Value Date,Month,Day,Date,3-Month US$ SIBOR
2001,Aug,06,06-Aug-2001,3.65
2001,Aug,07,07-Aug-2001,3.65
2001,Aug,08,08-Aug-2001,3.65
2001,Aug,10,10-Aug-2001,3.58
2001,Aug,13,13-Aug-2001,3.57
2001,Aug,14,14-Aug-2001,3.56
2001,Aug,15,15-Aug-2001,3.56
2001,Aug,16,16-Aug-2001,3.56
2001,Aug,17,17-Aug-2001,3.55
2001,Aug,20,20-Aug-2001,3.53
2001,Aug,21,21-Aug-2001,3.53
2001,Aug,22,22-Aug-2001,3.5
2001,Aug,23,23-Aug-2001,3.51
2001,Aug,24,24-Aug-2001,3.51
2001,Aug,27,27-Aug-2001,3.52
2001,Aug,28,28-Aug-2001,3.52
2001,Aug,29,29-Aug-2001,3.5
2001,Aug,30,30-Aug-2001,3.49
2001,Aug,31,31-Aug-2001,3.48
2001,Sep,03,03-Sep-2001,3.47
2001,Sep,04,04-Sep-2001,3.47
2001,Sep,05,05-Sep-2001,3.52
2001,Sep,06,06-Sep-2001,3.52
2001,Sep,07,07-Sep-2001,3.48
2001,Sep,10,10-Sep-2001,3.37
2001,Sep,11,11-Sep-2001,3.36
2001,Sep,12,12-Sep-2001,3.11
2001,Sep,13,13-Sep-2001,3.15
2001,Sep,14,14-Sep-2001,3.16
2001,Sep,17,17-Sep-2001,3.14
2001,Sep,18,18-Sep-2001,2.99
2001,Sep,19,19-Sep-2001,2.88
2001,Sep,20,20-Sep-2001,2.56
2001,Sep,21,21-Sep-2001,2.62
2001,Sep,24,24-Sep-2001,2.61
2001,Sep,25,25-Sep-2001,2.6
2001,Sep,26,26-Sep-2001,2.6
2001,Sep,27,27-Sep-2001,2.6
2001,Sep,28,28-Sep-2001,2.6
2001,Oct,01,01-Oct-2001,2.6
2001,Oct,02,02-Oct-2001,2.6
2001,Oct,03,03-Oct-2001,2.52
2001,Oct,04,04-Oct-2001,2.5
2001,Oct,05,05-Oct-2001,2.5
2001,Oct,08,08-Oct-2001,2.44
2001,Oct,09,09-Oct-2001,2.43
2001,Oct,10,10-Oct-2001,2.44
2001,Oct,11,11-Oct-2001,2.43
2001,Oct,12,12-Oct-2001,2.45
2001,Oct,15,15-Oct-2001,2.44
2001,Oct,16,16-Oct-2001,2.43
2001,Oct,17,17-Oct-2001,2.42
2001,Oct,18,18-Oct-2001,2.4
2001,Oct,19,19-Oct-2001,2.37
2001,Oct,22,22-Oct-2001,2.35
2001,Oct,23,23-Oct-2001,2.35
2001,Oct,24,24-Oct-2001,2.35
2001,Oct,25,25-Oct-2001,2.31
2001,Oct,26,26-Oct-2001,2.28
2001,Oct,29,29-Oct-2001,2.26
2001,Oct,30,30-Oct-2001,2.24
2001,Oct,31,31-Oct-2001,2.2
2001,Nov,01,01-Nov-2001,2.19
2001,Nov,02,02-Nov-2001,2.19
2001,Nov,05,05-Nov-2001,2.17
2001,Nov,06,06-Nov-2001,2.13
2001,Nov,07,07-Nov-2001,2.01
2001,Nov,08,08-Nov-2001,2
2001,Nov,09,09-Nov-2001,2.01
2001,Nov,12,12-Nov-2001,2.02
2001,Nov,13,13-Nov-2001,2.01
2001,Nov,15,15-Nov-2001,2.06
2001,Nov,16,16-Nov-2001,2.16
2001,Nov,19,19-Nov-2001,2.16
2001,Nov,20,20-Nov-2001,2.13
2001,Nov,21,21-Nov-2001,2.14
2001,Nov,22,22-Nov-2001,2.15
2001,Nov,23,23-Nov-2001,2.17
2001,Nov,26,26-Nov-2001,2.17
2001,Nov,27,27-Nov-2001,2.17
2001,Nov,28,28-Nov-2001,2.11
2001,Nov,29,29-Nov-2001,2.1
2001,Nov,30,30-Nov-2001,2.03
2001,Dec,03,03-Dec-2001,2
2001,Dec,04,04-Dec-2001,2
2001,Dec,05,05-Dec-2001,1.99
2001,Dec,06,06-Dec-2001,2.02
2001,Dec,07,07-Dec-2001,2.01
2001,Dec,10,10-Dec-2001,1.94
2001,Dec,11,11-Dec-2001,1.9
2001,Dec,12,12-Dec-2001,1.87
2001,Dec,13,13-Dec-2001,1.87
2001,Dec,14,14-Dec-2001,1.9
2001,Dec,18,18-Dec-2001,1.91
2001,Dec,19,19-Dec-2001,1.9
2001,Dec,20,20-Dec-2001,1.9
2001,Dec,21,21-Dec-2001,1.9
2001,Dec,24,24-Dec-2001,1.9
2001,Dec,26,26-Dec-2001,1.91
2001,Dec,27,27-Dec-2001,1.91
2001,Dec,28,28-Dec-2001,1.89
2001,Dec,31,31-Dec-2001,1.88
2002,Jan,02,02-Jan-2002,1.86
2002,Jan,03,03-Jan-2002,1.87
2002,Jan,04,04-Jan-2002,1.86
2002,Jan,07,07-Jan-2002,1.86
2002,Jan,08,08-Jan-2002,1.84
2002,Jan,09,09-Jan-2002,1.83
2002,Jan,10,10-Jan-2002,1.83
2002,Jan,11,11-Jan-2002,1.82
2002,Jan,14,14-Jan-2002,1.73
2002,Jan,15,15-Jan-2002,1.73
2002,Jan,16,16-Jan-2002,1.72
2002,Jan,17,17-Jan-2002,1.73
2002,Jan,18,18-Jan-2002,1.76
2002,Jan,21,21-Jan-2002,1.8
2002,Jan,22,22-Jan-2002,1.8
2002,Jan,23,23-Jan-2002,1.8
2002,Jan,24,24-Jan-2002,1.81
2002,Jan,25,25-Jan-2002,1.86
2002,Jan,28,28-Jan-2002,1.87
2002,Jan,29,29-Jan-2002,1.88
2002,Jan,30,30-Jan-2002,1.86
2002,Jan,31,31-Jan-2002,1.88
2002,Feb,01,01-Feb-2002,1.91
2002,Feb,04,04-Feb-2002,1.9
2002,Feb,05,05-Feb-2002,1.89
2002,Feb,06,06-Feb-2002,1.89
2002,Feb,07,07-Feb-2002,1.89
2002,Feb,08,08-Feb-2002,1.9
2002,Feb,11,11-Feb-2002,1.89
2002,Feb,14,14-Feb-2002,1.91
2002,Feb,15,15-Feb-2002,1.91
2002,Feb,18,18-Feb-2002,1.91
2002,Feb,19,19-Feb-2002,1.91
2002,Feb,20,20-Feb-2002,1.92
2002,Feb,21,21-Feb-2002,1.92
2002,Feb,22,22-Feb-2002,1.91
2002,Feb,25,25-Feb-2002,1.91
2002,Feb,26,26-Feb-2002,1.92
2002,Feb,27,27-Feb-2002,1.92
2002,Feb,28,28-Feb-2002,1.91
2002,Mar,01,01-Mar-2002,1.91
2002,Mar,04,04-Mar-2002,1.93
2002,Mar,05,05-Mar-2002,1.93
2002,Mar,06,06-Mar-2002,1.93
2002,Mar,07,07-Mar-2002,1.92
2002,Mar,08,08-Mar-2002,1.97
2002,Mar,11,11-Mar-2002,2
2002,Mar,12,12-Mar-2002,2
2002,Mar,13,13-Mar-2002,2
2002,Mar,14,14-Mar-2002,1.99
2002,Mar,15,15-Mar-2002,2.01
2002,Mar,18,18-Mar-2002,2.01
2002,Mar,19,19-Mar-2002,2.01
2002,Mar,20,20-Mar-2002,2
2002,Mar,21,21-Mar-2002,2.01
2002,Mar,22,22-Mar-2002,2.02
2002,Mar,25,25-Mar-2002,2.03
2002,Mar,26,26-Mar-2002,2.04
2002,Mar,27,27-Mar-2002,2.04
2002,Mar,28,28-Mar-2002,2.04
2002,Apr,01,01-Apr-2002,2.03
2002,Apr,02,02-Apr-2002,2.04
2002,Apr,03,03-Apr-2002,2.03
2002,Apr,04,04-Apr-2002,2.02
2002,Apr,05,05-Apr-2002,2.01
2002,Apr,08,08-Apr-2002,1.99
2002,Apr,09,09-Apr-2002,1.99
2002,Apr,10,10-Apr-2002,1.98
2002,Apr,11,11-Apr-2002,1.98
2002,Apr,12,12-Apr-2002,1.97
2002,Apr,15,15-Apr-2002,1.97
2002,Apr,16,16-Apr-2002,1.96
2002,Apr,17,17-Apr-2002,1.96
2002,Apr,18,18-Apr-2002,1.94
2002,Apr,19,19-Apr-2002,1.93
2002,Apr,22,22-Apr-2002,1.94
2002,Apr,23,23-Apr-2002,1.94
2002,Apr,24,24-Apr-2002,1.94
2002,Apr,25,25-Apr-2002,1.93
2002,Apr,26,26-Apr-2002,1.92
2002,Apr,29,29-Apr-2002,1.92
2002,Apr,30,30-Apr-2002,1.91
2002,May,02,02-May-2002,1.91
2002,May,03,03-May-2002,1.92
2002,May,06,06-May-2002,1.9
2002,May,07,07-May-2002,1.89
2002,May,08,08-May-2002,1.88
2002,May,09,09-May-2002,1.91
2002,May,10,10-May-2002,1.9
2002,May,13,13-May-2002,1.89
2002,May,14,14-May-2002,1.9
2002,May,15,15-May-2002,1.91
2002,May,16,16-May-2002,1.91
2002,May,17,17-May-2002,1.9
2002,May,20,20-May-2002,1.91
2002,May,21,21-May-2002,1.9
2002,May,22,22-May-2002,1.89
2002,May,23,23-May-2002,1.9
2002,May,24,24-May-2002,1.9
2002,May,28,28-May-2002,1.9
2002,May,29,29-May-2002,1.9
2002,May,30,30-May-2002,1.9
2002,May,31,31-May-2002,1.9
2002,Jun,03,03-Jun-2002,1.9
2002,Jun,04,04-Jun-2002,1.9
2002,Jun,05,05-Jun-2002,1.9
2002,Jun,06,06-Jun-2002,1.89
2002,Jun,07,07-Jun-2002,1.89
2002,Jun,10,10-Jun-2002,1.89
2002,Jun,11,11-Jun-2002,1.89
2002,Jun,12,12-Jun-2002,1.88
2002,Jun,13,13-Jun-2002,1.88
2002,Jun,14,14-Jun-2002,1.88
2002,Jun,17,17-Jun-2002,1.87
2002,Jun,18,18-Jun-2002,1.88
2002,Jun,19,19-Jun-2002,1.87
2002,Jun,20,20-Jun-2002,1.87
2002,Jun,21,21-Jun-2002,1.87
2002,Jun,24,24-Jun-2002,1.87
2002,Jun,25,25-Jun-2002,1.87
2002,Jun,26,26-Jun-2002,1.86
2002,Jun,27,27-Jun-2002,1.86
2002,Jun,28,28-Jun-2002,1.87
2002,Jul,01,01-Jul-2002,1.87
2002,Jul,02,02-Jul-2002,1.86
2002,Jul,03,03-Jul-2002,1.86
2002,Jul,04,04-Jul-2002,1.86
2002,Jul,05,05-Jul-2002,1.86
2002,Jul,08,08-Jul-2002,1.87
2002,Jul,09,09-Jul-2002,1.87
2002,Jul,10,10-Jul-2002,1.86
2002,Jul,11,11-Jul-2002,1.86
2002,Jul,12,12-Jul-2002,1.86
2002,Jul,15,15-Jul-2002,1.86
2002,Jul,16,16-Jul-2002,1.86
2002,Jul,17,17-Jul-2002,1.86
2002,Jul,18,18-Jul-2002,1.86
2002,Jul,19,19-Jul-2002,1.86
2002,Jul,22,22-Jul-2002,1.86
2002,Jul,23,23-Jul-2002,1.85
2002,Jul,24,24-Jul-2002,1.85
2002,Jul,25,25-Jul-2002,1.83
2002,Jul,26,26-Jul-2002,1.83
2002,Jul,29,29-Jul-2002,1.82
2002,Jul,30,30-Jul-2002,1.84
2002,Jul,31,31-Jul-2002,1.84
2002,Aug,01,01-Aug-2002,1.83
2002,Aug,02,02-Aug-2002,1.82
2002,Aug,05,05-Aug-2002,1.79
2002,Aug,06,06-Aug-2002,1.76
2002,Aug,07,07-Aug-2002,1.77
2002,Aug,08,08-Aug-2002,1.76
2002,Aug,12,12-Aug-2002,1.76
2002,Aug,13,13-Aug-2002,1.76
2002,Aug,14,14-Aug-2002,1.75
2002,Aug,15,15-Aug-2002,1.75
2002,Aug,16,16-Aug-2002,1.76
2002,Aug,19,19-Aug-2002,1.78
2002,Aug,20,20-Aug-2002,1.79
2002,Aug,21,21-Aug-2002,1.78
2002,Aug,22,22-Aug-2002,1.79
2002,Aug,23,23-Aug-2002,1.8
2002,Aug,26,26-Aug-2002,1.8
2002,Aug,27,27-Aug-2002,1.81
2002,Aug,28,28-Aug-2002,1.82
2002,Aug,29,29-Aug-2002,1.82
2002,Aug,30,30-Aug-2002,1.81
2002,Sep,02,02-Sep-2002,1.82
2002,Sep,03,03-Sep-2002,1.82
2002,Sep,04,04-Sep-2002,1.79
2002,Sep,05,05-Sep-2002,1.79
2002,Sep,06,06-Sep-2002,1.78
2002,Sep,09,09-Sep-2002,1.81
2002,Sep,10,10-Sep-2002,1.82
2002,Sep,11,11-Sep-2002,1.83
2002,Sep,12,12-Sep-2002,1.82
2002,Sep,13,13-Sep-2002,1.83
2002,Sep,16,16-Sep-2002,1.82
2002,Sep,17,17-Sep-2002,1.83
2002,Sep,18,18-Sep-2002,1.83
2002,Sep,19,19-Sep-2002,1.82
2002,Sep,20,20-Sep-2002,1.82
2002,Sep,23,23-Sep-2002,1.81
2002,Sep,24,24-Sep-2002,1.82
2002,Sep,25,25-Sep-2002,1.8
2002,Sep,26,26-Sep-2002,1.81
2002,Sep,27,27-Sep-2002,1.82
2002,Sep,30,30-Sep-2002,1.81
2002,Oct,01,01-Oct-2002,1.77
2002,Oct,02,02-Oct-2002,1.78
2002,Oct,03,03-Oct-2002,1.76
2002,Oct,04,04-Oct-2002,1.76
2002,Oct,07,07-Oct-2002,1.77
2002,Oct,08,08-Oct-2002,1.77
2002,Oct,09,09-Oct-2002,1.78
2002,Oct,10,10-Oct-2002,1.77
2002,Oct,11,11-Oct-2002,1.78
2002,Oct,14,14-Oct-2002,1.8
2002,Oct,15,15-Oct-2002,1.81
2002,Oct,16,16-Oct-2002,1.83
2002,Oct,17,17-Oct-2002,1.84
2002,Oct,18,18-Oct-2002,1.84
2002,Oct,21,21-Oct-2002,1.84
2002,Oct,22,22-Oct-2002,1.84
2002,Oct,23,23-Oct-2002,1.85
2002,Oct,24,24-Oct-2002,1.84
2002,Oct,25,25-Oct-2002,1.84
2002,Oct,28,28-Oct-2002,1.79
2002,Oct,29,29-Oct-2002,1.78
2002,Oct,30,30-Oct-2002,1.71
2002,Oct,31,31-Oct-2002,1.69
2002,Nov,01,01-Nov-2002,1.67
2002,Nov,05,05-Nov-2002,1.63
2002,Nov,06,06-Nov-2002,1.62
2002,Nov,07,07-Nov-2002,1.4
2002,Nov,08,08-Nov-2002,1.4
2002,Nov,11,11-Nov-2002,1.41
2002,Nov,12,12-Nov-2002,1.41
2002,Nov,13,13-Nov-2002,1.41
2002,Nov,14,14-Nov-2002,1.41
2002,Nov,15,15-Nov-2002,1.43
2002,Nov,18,18-Nov-2002,1.43
2002,Nov,19,19-Nov-2002,1.42
2002,Nov,20,20-Nov-2002,1.43
2002,Nov,21,21-Nov-2002,1.43
2002,Nov,22,22-Nov-2002,1.44
2002,Nov,25,25-Nov-2002,1.44
2002,Nov,26,26-Nov-2002,1.44
2002,Nov,27,27-Nov-2002,1.43
2002,Nov,28,28-Nov-2002,1.44
2002,Nov,29,29-Nov-2002,1.44
2002,Dec,02,02-Dec-2002,1.43
2002,Dec,03,03-Dec-2002,1.43
2002,Dec,04,04-Dec-2002,1.43
2002,Dec,05,05-Dec-2002,1.43
2002,Dec,09,09-Dec-2002,1.42
2002,Dec,10,10-Dec-2002,1.42
2002,Dec,11,11-Dec-2002,1.41
2002,Dec,12,12-Dec-2002,1.41
2002,Dec,13,13-Dec-2002,1.41
2002,Dec,16,16-Dec-2002,1.41
2002,Dec,17,17-Dec-2002,1.42
2002,Dec,18,18-Dec-2002,1.42
2002,Dec,19,19-Dec-2002,1.41
2002,Dec,20,20-Dec-2002,1.41
2002,Dec,23,23-Dec-2002,1.41
2002,Dec,24,24-Dec-2002,1.41
2002,Dec,26,26-Dec-2002,1.41
2002,Dec,27,27-Dec-2002,1.41
2002,Dec,30,30-Dec-2002,1.39
2002,Dec,31,31-Dec-2002,1.38
2003,Jan,02,02-Jan-2003,1.38
2003,Jan,03,03-Jan-2003,1.39
2003,Jan,06,06-Jan-2003,1.39
2003,Jan,07,07-Jan-2003,1.39
2003,Jan,08,08-Jan-2003,1.38
2003,Jan,09,09-Jan-2003,1.38
2003,Jan,10,10-Jan-2003,1.38
2003,Jan,13,13-Jan-2003,1.38
2003,Jan,14,14-Jan-2003,1.38
2003,Jan,15,15-Jan-2003,1.37
2003,Jan,16,16-Jan-2003,1.37
2003,Jan,17,17-Jan-2003,1.37
2003,Jan,20,20-Jan-2003,1.36
2003,Jan,21,21-Jan-2003,1.36
2003,Jan,22,22-Jan-2003,1.36
2003,Jan,23,23-Jan-2003,1.35
2003,Jan,24,24-Jan-2003,1.35
2003,Jan,27,27-Jan-2003,1.35
2003,Jan,28,28-Jan-2003,1.35
2003,Jan,29,29-Jan-2003,1.34
2003,Jan,30,30-Jan-2003,1.34
2003,Jan,31,31-Jan-2003,1.34
2003,Feb,04,04-Feb-2003,1.34
2003,Feb,05,05-Feb-2003,1.34
2003,Feb,06,06-Feb-2003,1.34
2003,Feb,07,07-Feb-2003,1.34
2003,Feb,10,10-Feb-2003,1.34
2003,Feb,11,11-Feb-2003,1.34
2003,Feb,13,13-Feb-2003,1.34
2003,Feb,14,14-Feb-2003,1.33
2003,Feb,17,17-Feb-2003,1.34
2003,Feb,18,18-Feb-2003,1.34
2003,Feb,19,19-Feb-2003,1.34
2003,Feb,20,20-Feb-2003,1.34
2003,Feb,21,21-Feb-2003,1.34
2003,Feb,24,24-Feb-2003,1.34
2003,Feb,25,25-Feb-2003,1.34
2003,Feb,26,26-Feb-2003,1.34
2003,Feb,27,27-Feb-2003,1.34
2003,Feb,28,28-Feb-2003,1.34
2003,Mar,03,03-Mar-2003,1.34
2003,Mar,04,04-Mar-2003,1.33
2003,Mar,05,05-Mar-2003,1.33
2003,Mar,06,06-Mar-2003,1.33
2003,Mar,07,07-Mar-2003,1.32
2003,Mar,10,10-Mar-2003,1.28
2003,Mar,11,11-Mar-2003,1.24
2003,Mar,12,12-Mar-2003,1.23
2003,Mar,13,13-Mar-2003,1.24
2003,Mar,14,14-Mar-2003,1.28
2003,Mar,17,17-Mar-2003,1.27
2003,Mar,18,18-Mar-2003,1.27
2003,Mar,19,19-Mar-2003,1.28
2003,Mar,20,20-Mar-2003,1.29
2003,Mar,21,21-Mar-2003,1.29
2003,Mar,24,24-Mar-2003,1.3
2003,Mar,25,25-Mar-2003,1.29
2003,Mar,26,26-Mar-2003,1.29
2003,Mar,27,27-Mar-2003,1.29
2003,Mar,28,28-Mar-2003,1.28
2003,Mar,31,31-Mar-2003,1.28
2003,Apr,01,01-Apr-2003,1.27
2003,Apr,02,02-Apr-2003,1.27
2003,Apr,03,03-Apr-2003,1.28
2003,Apr,04,04-Apr-2003,1.27
2003,Apr,07,07-Apr-2003,1.27
2003,Apr,08,08-Apr-2003,1.29
2003,Apr,09,09-Apr-2003,1.28
2003,Apr,10,10-Apr-2003,1.28
2003,Apr,11,11-Apr-2003,1.28
2003,Apr,14,14-Apr-2003,1.31
2003,Apr,15,15-Apr-2003,1.33
2003,Apr,16,16-Apr-2003,1.33
2003,Apr,17,17-Apr-2003,1.33
2003,Apr,21,21-Apr-2003,1.33
2003,Apr,22,22-Apr-2003,1.32
2003,Apr,23,23-Apr-2003,1.32
2003,Apr,24,24-Apr-2003,1.32
2003,Apr,25,25-Apr-2003,1.32
2003,Apr,28,28-Apr-2003,1.29
2003,Apr,29,29-Apr-2003,1.3
2003,Apr,30,30-Apr-2003,1.31
2003,May,02,02-May-2003,1.29
2003,May,05,05-May-2003,1.29
2003,May,06,06-May-2003,1.29
2003,May,07,07-May-2003,1.28
2003,May,08,08-May-2003,1.29
2003,May,09,09-May-2003,1.29
2003,May,12,12-May-2003,1.29
2003,May,13,13-May-2003,1.29
2003,May,14,14-May-2003,1.29
2003,May,16,16-May-2003,1.29
2003,May,19,19-May-2003,1.28
2003,May,20,20-May-2003,1.28
2003,May,21,21-May-2003,1.26
2003,May,22,22-May-2003,1.28
2003,May,23,23-May-2003,1.27
2003,May,26,26-May-2003,1.28
2003,May,27,27-May-2003,1.28
2003,May,28,28-May-2003,1.28
2003,May,29,29-May-2003,1.27
2003,May,30,30-May-2003,1.27
2003,Jun,02,02-Jun-2003,1.28
2003,Jun,03,03-Jun-2003,1.28
2003,Jun,04,04-Jun-2003,1.26
2003,Jun,05,05-Jun-2003,1.23
2003,Jun,06,06-Jun-2003,1.22
2003,Jun,09,09-Jun-2003,1.2
2003,Jun,10,10-Jun-2003,1.18
2003,Jun,11,11-Jun-2003,1.15
2003,Jun,12,12-Jun-2003,1.13
2003,Jun,13,13-Jun-2003,1.09
2003,Jun,16,16-Jun-2003,1.06
2003,Jun,17,17-Jun-2003,1.04
2003,Jun,18,18-Jun-2003,1.06
2003,Jun,19,19-Jun-2003,1.06
2003,Jun,20,20-Jun-2003,1
2003,Jun,23,23-Jun-2003,1.01
2003,Jun,24,24-Jun-2003,1.01
2003,Jun,25,25-Jun-2003,1
2003,Jun,26,26-Jun-2003,1.12
2003,Jun,27,27-Jun-2003,1.13
2003,Jun,30,30-Jun-2003,1.13
2003,Jul,01,01-Jul-2003,1.12
2003,Jul,02,02-Jul-2003,1.13
2003,Jul,03,03-Jul-2003,1.12
2003,Jul,04,04-Jul-2003,1.12
2003,Jul,07,07-Jul-2003,1.12
2003,Jul,08,08-Jul-2003,1.12
2003,Jul,09,09-Jul-2003,1.11
2003,Jul,10,10-Jul-2003,1.11
2003,Jul,11,11-Jul-2003,1.11
2003,Jul,14,14-Jul-2003,1.11
2003,Jul,15,15-Jul-2003,1.11
2003,Jul,16,16-Jul-2003,1.12
2003,Jul,17,17-Jul-2003,1.11
2003,Jul,18,18-Jul-2003,1.11
2003,Jul,21,21-Jul-2003,1.11
2003,Jul,22,22-Jul-2003,1.11
2003,Jul,23,23-Jul-2003,1.11
2003,Jul,24,24-Jul-2003,1.11
2003,Jul,25,25-Jul-2003,1.11
2003,Jul,28,28-Jul-2003,1.11
2003,Jul,29,29-Jul-2003,1.12
2003,Jul,30,30-Jul-2003,1.13
2003,Jul,31,31-Jul-2003,1.13
2003,Aug,01,01-Aug-2003,1.14
2003,Aug,04,04-Aug-2003,1.14
2003,Aug,05,05-Aug-2003,1.14
2003,Aug,06,06-Aug-2003,1.14
2003,Aug,07,07-Aug-2003,1.14
2003,Aug,08,08-Aug-2003,1.13
2003,Aug,11,11-Aug-2003,1.13
2003,Aug,12,12-Aug-2003,1.13
2003,Aug,13,13-Aug-2003,1.13
2003,Aug,14,14-Aug-2003,1.13
2003,Aug,15,15-Aug-2003,1.13
2003,Aug,18,18-Aug-2003,1.13
2003,Aug,19,19-Aug-2003,1.13
2003,Aug,20,20-Aug-2003,1.13
2003,Aug,21,21-Aug-2003,1.13
2003,Aug,22,22-Aug-2003,1.14
2003,Aug,25,25-Aug-2003,1.14
2003,Aug,26,26-Aug-2003,1.14
2003,Aug,27,27-Aug-2003,1.15
2003,Aug,28,28-Aug-2003,1.15
2003,Aug,29,29-Aug-2003,1.14
2003,Sep,01,01-Sep-2003,1.14
2003,Sep,02,02-Sep-2003,1.15
2003,Sep,03,03-Sep-2003,1.15
2003,Sep,04,04-Sep-2003,1.15
2003,Sep,05,05-Sep-2003,1.15
2003,Sep,08,08-Sep-2003,1.14
2003,Sep,09,09-Sep-2003,1.14
2003,Sep,10,10-Sep-2003,1.15
2003,Sep,11,11-Sep-2003,1.14
2003,Sep,12,12-Sep-2003,1.14
2003,Sep,15,15-Sep-2003,1.14
2003,Sep,16,16-Sep-2003,1.14
2003,Sep,17,17-Sep-2003,1.15
2003,Sep,18,18-Sep-2003,1.14
2003,Sep,19,19-Sep-2003,1.14
2003,Sep,22,22-Sep-2003,1.14
2003,Sep,23,23-Sep-2003,1.14
2003,Sep,24,24-Sep-2003,1.14
2003,Sep,25,25-Sep-2003,1.14
2003,Sep,26,26-Sep-2003,1.14
2003,Sep,29,29-Sep-2003,1.16
2003,Sep,30,30-Sep-2003,1.17
2003,Oct,01,01-Oct-2003,1.15
2003,Oct,02,02-Oct-2003,1.15
2003,Oct,03,03-Oct-2003,1.16
2003,Oct,06,06-Oct-2003,1.16
2003,Oct,07,07-Oct-2003,1.16
2003,Oct,08,08-Oct-2003,1.16
2003,Oct,09,09-Oct-2003,1.16
2003,Oct,10,10-Oct-2003,1.16
2003,Oct,13,13-Oct-2003,1.16
2003,Oct,14,14-Oct-2003,1.16
2003,Oct,15,15-Oct-2003,1.17
2003,Oct,16,16-Oct-2003,1.16
2003,Oct,17,17-Oct-2003,1.17
2003,Oct,20,20-Oct-2003,1.18
2003,Oct,21,21-Oct-2003,1.18
2003,Oct,22,22-Oct-2003,1.18
2003,Oct,23,23-Oct-2003,1.18
2003,Oct,27,27-Oct-2003,1.17
2003,Oct,28,28-Oct-2003,1.17
2003,Oct,29,29-Oct-2003,1.17
2003,Oct,30,30-Oct-2003,1.18
2003,Oct,31,31-Oct-2003,1.18
2003,Nov,03,03-Nov-2003,1.17
2003,Nov,04,04-Nov-2003,1.18
2003,Nov,05,05-Nov-2003,1.18
2003,Nov,06,06-Nov-2003,1.18
2003,Nov,07,07-Nov-2003,1.18
2003,Nov,10,10-Nov-2003,1.19
2003,Nov,11,11-Nov-2003,1.18
2003,Nov,12,12-Nov-2003,1.18
2003,Nov,13,13-Nov-2003,1.18
2003,Nov,14,14-Nov-2003,1.18
2003,Nov,17,17-Nov-2003,1.17
2003,Nov,18,18-Nov-2003,1.17
2003,Nov,19,19-Nov-2003,1.17
2003,Nov,20,20-Nov-2003,1.17
2003,Nov,21,21-Nov-2003,1.17
2003,Nov,24,24-Nov-2003,1.17
2003,Nov,26,26-Nov-2003,1.17
2003,Nov,27,27-Nov-2003,1.17
2003,Nov,28,28-Nov-2003,1.17
2003,Dec,01,01-Dec-2003,1.17
2003,Dec,02,02-Dec-2003,1.18
2003,Dec,03,03-Dec-2003,1.18
2003,Dec,04,04-Dec-2003,1.18
2003,Dec,05,05-Dec-2003,1.18
2003,Dec,08,08-Dec-2003,1.17
2003,Dec,09,09-Dec-2003,1.17
2003,Dec,10,10-Dec-2003,1.17
2003,Dec,11,11-Dec-2003,1.17
2003,Dec,12,12-Dec-2003,1.17
2003,Dec,15,15-Dec-2003,1.17
2003,Dec,16,16-Dec-2003,1.17
2003,Dec,17,17-Dec-2003,1.17
2003,Dec,18,18-Dec-2003,1.17
2003,Dec,19,19-Dec-2003,1.17
2003,Dec,22,22-Dec-2003,1.17
2003,Dec,23,23-Dec-2003,1.17
2003,Dec,24,24-Dec-2003,1.17
2003,Dec,26,26-Dec-2003,1.17
2003,Dec,29,29-Dec-2003,1.16
2003,Dec,30,30-Dec-2003,1.16
2003,Dec,31,31-Dec-2003,1.15
2004,Jan,02,02-Jan-2004,1.15
2004,Jan,05,05-Jan-2004,1.15
2004,Jan,06,06-Jan-2004,1.15
2004,Jan,07,07-Jan-2004,1.15
2004,Jan,08,08-Jan-2004,1.14
2004,Jan,09,09-Jan-2004,1.15
2004,Jan,12,12-Jan-2004,1.12
2004,Jan,13,13-Jan-2004,1.12
2004,Jan,14,14-Jan-2004,1.12
2004,Jan,15,15-Jan-2004,1.12
2004,Jan,16,16-Jan-2004,1.12
2004,Jan,19,19-Jan-2004,1.12
2004,Jan,20,20-Jan-2004,1.12
2004,Jan,21,21-Jan-2004,1.12
2004,Jan,26,26-Jan-2004,1.12
2004,Jan,27,27-Jan-2004,1.12
2004,Jan,28,28-Jan-2004,1.12
2004,Jan,29,29-Jan-2004,1.14
2004,Jan,30,30-Jan-2004,1.13
2004,Feb,03,03-Feb-2004,1.13
2004,Feb,04,04-Feb-2004,1.13
2004,Feb,05,05-Feb-2004,1.13
2004,Feb,06,06-Feb-2004,1.13
2004,Feb,09,09-Feb-2004,1.13
2004,Feb,10,10-Feb-2004,1.13
2004,Feb,11,11-Feb-2004,1.13
2004,Feb,12,12-Feb-2004,1.12
2004,Feb,13,13-Feb-2004,1.12
2004,Feb,16,16-Feb-2004,1.12
2004,Feb,17,17-Feb-2004,1.12
2004,Feb,18,18-Feb-2004,1.12
2004,Feb,19,19-Feb-2004,1.12
2004,Feb,20,20-Feb-2004,1.12
2004,Feb,23,23-Feb-2004,1.12
2004,Feb,24,24-Feb-2004,1.12
2004,Feb,25,25-Feb-2004,1.12
2004,Feb,26,26-Feb-2004,1.12
2004,Feb,27,27-Feb-2004,1.12
