End of Period / SORA Value Date,Month,Day,Date,3-Month US$ SIBOR
2009,Apr,16,16-Apr-2009,1.12
2009,Apr,17,17-Apr-2009,1.1
2009,Apr,20,20-Apr-2009,1.11
2009,Apr,21,21-Apr-2009,1.1
2009,Apr,22,22-Apr-2009,1.11
2009,Apr,23,23-Apr-2009,1.1
2009,Apr,24,24-Apr-2009,1.09
2009,Apr,27,27-Apr-2009,1.07
2009,Apr,28,28-Apr-2009,1.05
2009,Apr,29,29-Apr-2009,1.04
2009,Apr,30,30-Apr-2009,1.02
2009,May,04,04-May-2009,1.01
2009,May,05,05-May-2009,1.01
2009,May,06,06-May-2009,1
2009,May,07,07-May-2009,0.97
2009,May,08,08-May-2009,0.95
2009,May,11,11-May-2009,0.92
2009,May,12,12-May-2009,0.91
2009,May,13,13-May-2009,0.9
2009,May,14,14-May-2009,0.88
2009,May,15,15-May-2009,0.85
2009,May,18,18-May-2009,0.81
2009,May,19,19-May-2009,0.78
2009,May,20,20-May-2009,0.75
2009,May,21,21-May-2009,0.71
2009,May,22,22-May-2009,0.67
2009,May,25,25-May-2009,0.66
2009,May,26,26-May-2009,0.66
2009,May,27,27-May-2009,0.67
2009,May,28,28-May-2009,0.68
2009,May,29,29-May-2009,0.68
2009,Jun,01,01-Jun-2009,0.66
2009,Jun,02,02-Jun-2009,0.65
2009,Jun,03,03-Jun-2009,0.65
2009,Jun,04,04-Jun-2009,0.64
2009,Jun,05,05-Jun-2009,0.64
2009,Jun,08,08-Jun-2009,0.66
2009,Jun,09,09-Jun-2009,0.65
2009,Jun,10,10-Jun-2009,0.65
2009,Jun,11,11-Jun-2009,0.64
2009,Jun,12,12-Jun-2009,0.64
2009,Jun,15,15-Jun-2009,0.63
2009,Jun,16,16-Jun-2009,0.62
2009,Jun,17,17-Jun-2009,0.62
2009,Jun,18,18-Jun-2009,0.62
2009,Jun,19,19-Jun-2009,0.62
2009,Jun,22,22-Jun-2009,0.62
2009,Jun,23,23-Jun-2009,0.61
2009,Jun,24,24-Jun-2009,0.61
2009,Jun,25,25-Jun-2009,0.61
2009,Jun,26,26-Jun-2009,0.6
2009,Jun,29,29-Jun-2009,0.6
2009,Jun,30,30-Jun-2009,0.6
2009,Jul,01,01-Jul-2009,0.6
2009,Jul,02,02-Jul-2009,0.59
2009,Jul,03,03-Jul-2009,0.58
2009,Jul,06,06-Jul-2009,0.56
2009,Jul,07,07-Jul-2009,0.55
2009,Jul,08,08-Jul-2009,0.55
2009,Jul,09,09-Jul-2009,0.53
2009,Jul,10,10-Jul-2009,0.52
2009,Jul,13,13-Jul-2009,0.5
2009,Jul,14,14-Jul-2009,0.51
2009,Jul,15,15-Jul-2009,0.51
2009,Jul,16,16-Jul-2009,0.52
2009,Jul,17,17-Jul-2009,0.51
2009,Jul,20,20-Jul-2009,0.51
2009,Jul,21,21-Jul-2009,0.51
2009,Jul,22,22-Jul-2009,0.5
2009,Jul,23,23-Jul-2009,0.5
2009,Jul,24,24-Jul-2009,0.51
2009,Jul,27,27-Jul-2009,0.5
2009,Jul,28,28-Jul-2009,0.5
2009,Jul,29,29-Jul-2009,0.51
2009,Jul,30,30-Jul-2009,0.5
2009,Jul,31,31-Jul-2009,0.49
2009,Aug,03,03-Aug-2009,0.49
2009,Aug,04,04-Aug-2009,0.48
2009,Aug,05,05-Aug-2009,0.48
2009,Aug,06,06-Aug-2009,0.48
2009,Aug,07,07-Aug-2009,0.48
2009,Aug,11,11-Aug-2009,0.47
2009,Aug,12,12-Aug-2009,0.47
2009,Aug,13,13-Aug-2009,0.46
2009,Aug,14,14-Aug-2009,0.45
2009,Aug,17,17-Aug-2009,0.45
2009,Aug,18,18-Aug-2009,0.45
2009,Aug,19,19-Aug-2009,0.44
2009,Aug,20,20-Aug-2009,0.43
2009,Aug,21,21-Aug-2009,0.42
2009,Aug,24,24-Aug-2009,0.4
2009,Aug,25,25-Aug-2009,0.39
2009,Aug,26,26-Aug-2009,0.38
2009,Aug,27,27-Aug-2009,0.38
2009,Aug,28,28-Aug-2009,0.37
2009,Aug,31,31-Aug-2009,0.36
2009,Sep,01,01-Sep-2009,0.35
2009,Sep,02,02-Sep-2009,0.34
2009,Sep,03,03-Sep-2009,0.33
2009,Sep,04,04-Sep-2009,0.33
2009,Sep,07,07-Sep-2009,0.32
2009,Sep,08,08-Sep-2009,0.31
2009,Sep,09,09-Sep-2009,0.31
2009,Sep,10,10-Sep-2009,0.31
2009,Sep,11,11-Sep-2009,0.3
2009,Sep,14,14-Sep-2009,0.3
2009,Sep,15,15-Sep-2009,0.3
2009,Sep,16,16-Sep-2009,0.3
2009,Sep,17,17-Sep-2009,0.3
2009,Sep,18,18-Sep-2009,0.3
2009,Sep,22,22-Sep-2009,0.3
2009,Sep,23,23-Sep-2009,0.3
2009,Sep,24,24-Sep-2009,0.3
2009,Sep,25,25-Sep-2009,0.3
2009,Sep,28,28-Sep-2009,0.3
2009,Sep,29,29-Sep-2009,0.3
2009,Sep,30,30-Sep-2009,0.3
2009,Oct,01,01-Oct-2009,0.3
2009,Oct,02,02-Oct-2009,0.29
2009,Oct,05,05-Oct-2009,0.29
2009,Oct,06,06-Oct-2009,0.29
2009,Oct,07,07-Oct-2009,0.29
2009,Oct,08,08-Oct-2009,0.29
2009,Oct,09,09-Oct-2009,0.29
2009,Oct,12,12-Oct-2009,0.29
2009,Oct,13,13-Oct-2009,0.29
2009,Oct,14,14-Oct-2009,0.29
2009,Oct,15,15-Oct-2009,0.29
2009,Oct,16,16-Oct-2009,0.29
2009,Oct,19,19-Oct-2009,0.29
2009,Oct,20,20-Oct-2009,0.29
2009,Oct,21,21-Oct-2009,0.29
2009,Oct,22,22-Oct-2009,0.29
2009,Oct,23,23-Oct-2009,0.29
2009,Oct,26,26-Oct-2009,0.29
2009,Oct,27,27-Oct-2009,0.29
2009,Oct,28,28-Oct-2009,0.29
2009,Oct,29,29-Oct-2009,0.28
2009,Oct,30,30-Oct-2009,0.28
2009,Nov,02,02-Nov-2009,0.29
2009,Nov,03,03-Nov-2009,0.29
2009,Nov,04,04-Nov-2009,0.29
2009,Nov,05,05-Nov-2009,0.28
2009,Nov,06,06-Nov-2009,0.29
2009,Nov,09,09-Nov-2009,0.28
2009,Nov,10,10-Nov-2009,0.28
2009,Nov,11,11-Nov-2009,0.28
2009,Nov,12,12-Nov-2009,0.28
2009,Nov,13,13-Nov-2009,0.28
2009,Nov,16,16-Nov-2009,0.28
2009,Nov,17,17-Nov-2009,0.28
2009,Nov,18,18-Nov-2009,0.27
2009,Nov,19,19-Nov-2009,0.27
2009,Nov,20,20-Nov-2009,0.27
2009,Nov,23,23-Nov-2009,0.27
2009,Nov,24,24-Nov-2009,0.27
2009,Nov,25,25-Nov-2009,0.27
2009,Nov,26,26-Nov-2009,0.27
2009,Nov,30,30-Nov-2009,0.26
2009,Dec,01,01-Dec-2009,0.26
2009,Dec,02,02-Dec-2009,0.26
2009,Dec,03,03-Dec-2009,0.26
2009,Dec,04,04-Dec-2009,0.26
2009,Dec,07,07-Dec-2009,0.26
2009,Dec,08,08-Dec-2009,0.26
2009,Dec,09,09-Dec-2009,0.26
2009,Dec,10,10-Dec-2009,0.26
2009,Dec,11,11-Dec-2009,0.26
2009,Dec,14,14-Dec-2009,0.26
2009,Dec,15,15-Dec-2009,0.26
2009,Dec,16,16-Dec-2009,0.26
2009,Dec,17,17-Dec-2009,0.26
2009,Dec,18,18-Dec-2009,0.26
2009,Dec,21,21-Dec-2009,0.26
2009,Dec,22,22-Dec-2009,0.26
2009,Dec,23,23-Dec-2009,0.26
2009,Dec,24,24-Dec-2009,0.26
2009,Dec,28,28-Dec-2009,0.26
2009,Dec,29,29-Dec-2009,0.26
2009,Dec,30,30-Dec-2009,0.26
2009,Dec,31,31-Dec-2009,0.25
2010,Jan,04,04-Jan-2010,0.25
2010,Jan,05,05-Jan-2010,0.26
2010,Jan,06,06-Jan-2010,0.26
2010,Jan,07,07-Jan-2010,0.25
2010,Jan,08,08-Jan-2010,0.25
2010,Jan,11,11-Jan-2010,0.26
2010,Jan,12,12-Jan-2010,0.26
2010,Jan,13,13-Jan-2010,0.26
2010,Jan,14,14-Jan-2010,0.26
2010,Jan,15,15-Jan-2010,0.26
2010,Jan,18,18-Jan-2010,0.25
2010,Jan,19,19-Jan-2010,0.25
2010,Jan,20,20-Jan-2010,0.25
2010,Jan,21,21-Jan-2010,0.25
2010,Jan,22,22-Jan-2010,0.25
2010,Jan,25,25-Jan-2010,0.25
2010,Jan,26,26-Jan-2010,0.25
2010,Jan,27,27-Jan-2010,0.25
2010,Jan,28,28-Jan-2010,0.25
2010,Jan,29,29-Jan-2010,0.25
2010,Feb,01,01-Feb-2010,0.25
2010,Feb,02,02-Feb-2010,0.25
2010,Feb,03,03-Feb-2010,0.26
2010,Feb,04,04-Feb-2010,0.25
2010,Feb,05,05-Feb-2010,0.25
2010,Feb,08,08-Feb-2010,0.25
2010,Feb,09,09-Feb-2010,0.25
2010,Feb,10,10-Feb-2010,0.25
2010,Feb,11,11-Feb-2010,0.25
2010,Feb,12,12-Feb-2010,0.25
2010,Feb,17,17-Feb-2010,0.25
2010,Feb,18,18-Feb-2010,0.25
2010,Feb,19,19-Feb-2010,0.26
2010,Feb,22,22-Feb-2010,0.26
2010,Feb,23,23-Feb-2010,0.26
2010,Feb,24,24-Feb-2010,0.25
2010,Feb,25,25-Feb-2010,0.25
2010,Feb,26,26-Feb-2010,0.25
2010,Mar,01,01-Mar-2010,0.25
2010,Mar,02,02-Mar-2010,0.25
2010,Mar,03,03-Mar-2010,0.25
2010,Mar,04,04-Mar-2010,0.25
2010,Mar,05,05-Mar-2010,0.25
2010,Mar,08,08-Mar-2010,0.25
2010,Mar,09,09-Mar-2010,0.26
2010,Mar,10,10-Mar-2010,0.26
2010,Mar,11,11-Mar-2010,0.26
2010,Mar,12,12-Mar-2010,0.26
2010,Mar,15,15-Mar-2010,0.26
2010,Mar,16,16-Mar-2010,0.26
2010,Mar,17,17-Mar-2010,0.26
2010,Mar,18,18-Mar-2010,0.26
2010,Mar,19,19-Mar-2010,0.27
2010,Mar,22,22-Mar-2010,0.28
2010,Mar,23,23-Mar-2010,0.28
2010,Mar,24,24-Mar-2010,0.28
2010,Mar,25,25-Mar-2010,0.29
2010,Mar,26,26-Mar-2010,0.29
2010,Mar,29,29-Mar-2010,0.29
2010,Mar,30,30-Mar-2010,0.29
2010,Mar,31,31-Mar-2010,0.29
2010,Apr,01,01-Apr-2010,0.29
2010,Apr,05,05-Apr-2010,0.29
2010,Apr,06,06-Apr-2010,0.29
2010,Apr,07,07-Apr-2010,0.29
2010,Apr,08,08-Apr-2010,0.29
2010,Apr,09,09-Apr-2010,0.3
2010,Apr,12,12-Apr-2010,0.3
2010,Apr,13,13-Apr-2010,0.3
2010,Apr,14,14-Apr-2010,0.3
2010,Apr,15,15-Apr-2010,0.3
2010,Apr,16,16-Apr-2010,0.3
2010,Apr,19,19-Apr-2010,0.31
2010,Apr,20,20-Apr-2010,0.31
2010,Apr,21,21-Apr-2010,0.31
2010,Apr,22,22-Apr-2010,0.31
2010,Apr,23,23-Apr-2010,0.32
2010,Apr,26,26-Apr-2010,0.32
2010,Apr,27,27-Apr-2010,0.33
2010,Apr,28,28-Apr-2010,0.33
2010,Apr,29,29-Apr-2010,0.34
2010,Apr,30,30-Apr-2010,0.35
2010,May,03,03-May-2010,0.35
2010,May,04,04-May-2010,0.35
2010,May,05,05-May-2010,0.36
2010,May,06,06-May-2010,0.37
2010,May,07,07-May-2010,0.41
2010,May,10,10-May-2010,0.44
2010,May,11,11-May-2010,0.43
2010,May,12,12-May-2010,0.43
2010,May,13,13-May-2010,0.44
2010,May,14,14-May-2010,0.44
2010,May,17,17-May-2010,0.45
2010,May,18,18-May-2010,0.46
2010,May,19,19-May-2010,0.48
2010,May,20,20-May-2010,0.48
2010,May,21,21-May-2010,0.5
2010,May,24,24-May-2010,0.5
2010,May,25,25-May-2010,0.52
2010,May,26,26-May-2010,0.54
2010,May,27,27-May-2010,0.55
2010,May,31,31-May-2010,0.54
2010,Jun,01,01-Jun-2010,0.54
2010,Jun,02,02-Jun-2010,0.54
2010,Jun,03,03-Jun-2010,0.54
2010,Jun,04,04-Jun-2010,0.54
2010,Jun,07,07-Jun-2010,0.54
2010,Jun,08,08-Jun-2010,0.54
2010,Jun,09,09-Jun-2010,0.54
2010,Jun,10,10-Jun-2010,0.54
2010,Jun,11,11-Jun-2010,0.54
2010,Jun,14,14-Jun-2010,0.54
2010,Jun,15,15-Jun-2010,0.54
2010,Jun,16,16-Jun-2010,0.54
2010,Jun,17,17-Jun-2010,0.54
2010,Jun,18,18-Jun-2010,0.54
2010,Jun,21,21-Jun-2010,0.54
2010,Jun,22,22-Jun-2010,0.54
2010,Jun,23,23-Jun-2010,0.54
2010,Jun,24,24-Jun-2010,0.54
2010,Jun,25,25-Jun-2010,0.54
2010,Jun,28,28-Jun-2010,0.54
2010,Jun,29,29-Jun-2010,0.54
2010,Jun,30,30-Jun-2010,0.54
2010,Jul,01,01-Jul-2010,0.54
2010,Jul,02,02-Jul-2010,0.54
2010,Jul,05,05-Jul-2010,0.54
2010,Jul,06,06-Jul-2010,0.54
2010,Jul,07,07-Jul-2010,0.54
2010,Jul,08,08-Jul-2010,0.53
2010,Jul,09,09-Jul-2010,0.53
2010,Jul,12,12-Jul-2010,0.53
2010,Jul,13,13-Jul-2010,0.53
2010,Jul,14,14-Jul-2010,0.53
2010,Jul,15,15-Jul-2010,0.53
2010,Jul,16,16-Jul-2010,0.53
2010,Jul,19,19-Jul-2010,0.52
2010,Jul,20,20-Jul-2010,0.52
2010,Jul,21,21-Jul-2010,0.52
2010,Jul,22,22-Jul-2010,0.51
2010,Jul,23,23-Jul-2010,0.51
2010,Jul,26,26-Jul-2010,0.5
2010,Jul,27,27-Jul-2010,0.5
2010,Jul,28,28-Jul-2010,0.49
2010,Jul,29,29-Jul-2010,0.49
2010,Jul,30,30-Jul-2010,0.48
2010,Aug,02,02-Aug-2010,0.47
2010,Aug,03,03-Aug-2010,0.46
2010,Aug,04,04-Aug-2010,0.45
2010,Aug,05,05-Aug-2010,0.44
2010,Aug,06,06-Aug-2010,0.43
2010,Aug,10,10-Aug-2010,0.42
2010,Aug,11,11-Aug-2010,0.4
2010,Aug,12,12-Aug-2010,0.4
2010,Aug,13,13-Aug-2010,0.39
2010,Aug,16,16-Aug-2010,0.38
2010,Aug,17,17-Aug-2010,0.38
2010,Aug,18,18-Aug-2010,0.36
2010,Aug,19,19-Aug-2010,0.35
2010,Aug,20,20-Aug-2010,0.35
2010,Aug,23,23-Aug-2010,0.33
2010,Aug,24,24-Aug-2010,0.32
2010,Aug,25,25-Aug-2010,0.31
2010,Aug,26,26-Aug-2010,0.31
2010,Aug,27,27-Aug-2010,0.31
2010,Aug,30,30-Aug-2010,0.3
2010,Aug,31,31-Aug-2010,0.3
2010,Sep,01,01-Sep-2010,0.3
2010,Sep,02,02-Sep-2010,0.3
2010,Sep,03,03-Sep-2010,0.3
2010,Sep,06,06-Sep-2010,0.3
2010,Sep,07,07-Sep-2010,0.3
2010,Sep,08,08-Sep-2010,0.3
2010,Sep,09,09-Sep-2010,0.3
2010,Sep,13,13-Sep-2010,0.3
2010,Sep,14,14-Sep-2010,0.3
2010,Sep,15,15-Sep-2010,0.3
2010,Sep,16,16-Sep-2010,0.3
2010,Sep,17,17-Sep-2010,0.3
2010,Sep,20,20-Sep-2010,0.3
2010,Sep,21,21-Sep-2010,0.29
2010,Sep,22,22-Sep-2010,0.29
2010,Sep,23,23-Sep-2010,0.29
2010,Sep,24,24-Sep-2010,0.3
2010,Sep,27,27-Sep-2010,0.29
2010,Sep,28,28-Sep-2010,0.29
2010,Sep,29,29-Sep-2010,0.29
2010,Sep,30,30-Sep-2010,0.29
2010,Oct,01,01-Oct-2010,0.29
2010,Oct,04,04-Oct-2010,0.29
2010,Oct,05,05-Oct-2010,0.29
2010,Oct,06,06-Oct-2010,0.29
2010,Oct,07,07-Oct-2010,0.29
2010,Oct,08,08-Oct-2010,0.29
2010,Oct,11,11-Oct-2010,0.29
2010,Oct,12,12-Oct-2010,0.29
2010,Oct,13,13-Oct-2010,0.29
2010,Oct,14,14-Oct-2010,0.29
2010,Oct,15,15-Oct-2010,0.29
2010,Oct,18,18-Oct-2010,0.29
2010,Oct,19,19-Oct-2010,0.29
2010,Oct,20,20-Oct-2010,0.29
2010,Oct,21,21-Oct-2010,0.29
2010,Oct,22,22-Oct-2010,0.29
2010,Oct,25,25-Oct-2010,0.29
2010,Oct,26,26-Oct-2010,0.29
2010,Oct,27,27-Oct-2010,0.29
2010,Oct,28,28-Oct-2010,0.29
2010,Oct,29,29-Oct-2010,0.29
2010,Nov,01,01-Nov-2010,0.29
2010,Nov,02,02-Nov-2010,0.29
2010,Nov,03,03-Nov-2010,0.29
2010,Nov,04,04-Nov-2010,0.29
2010,Nov,08,08-Nov-2010,0.29
2010,Nov,09,09-Nov-2010,0.29
2010,Nov,10,10-Nov-2010,0.29
2010,Nov,11,11-Nov-2010,0.29
2010,Nov,12,12-Nov-2010,0.29
2010,Nov,15,15-Nov-2010,0.29
2010,Nov,16,16-Nov-2010,0.29
2010,Nov,18,18-Nov-2010,0.29
2010,Nov,19,19-Nov-2010,0.29
2010,Nov,22,22-Nov-2010,0.29
2010,Nov,23,23-Nov-2010,0.29
2010,Nov,24,24-Nov-2010,0.29
2010,Nov,25,25-Nov-2010,0.29
2010,Nov,26,26-Nov-2010,0.29
2010,Nov,29,29-Nov-2010,0.29
2010,Nov,30,30-Nov-2010,0.3
2010,Dec,01,01-Dec-2010,0.31
2010,Dec,02,02-Dec-2010,0.31
2010,Dec,03,03-Dec-2010,0.31
2010,Dec,06,06-Dec-2010,0.31
2010,Dec,07,07-Dec-2010,0.31
2010,Dec,08,08-Dec-2010,0.31
2010,Dec,09,09-Dec-2010,0.3
2010,Dec,10,10-Dec-2010,0.31
2010,Dec,13,13-Dec-2010,0.3
2010,Dec,14,14-Dec-2010,0.3
2010,Dec,15,15-Dec-2010,0.3
2010,Dec,16,16-Dec-2010,0.3
2010,Dec,17,17-Dec-2010,0.31
2010,Dec,20,20-Dec-2010,0.3
2010,Dec,21,21-Dec-2010,0.3
2010,Dec,22,22-Dec-2010,0.3
2010,Dec,23,23-Dec-2010,0.3
2010,Dec,24,24-Dec-2010,0.3
2010,Dec,27,27-Dec-2010,0.3
2010,Dec,28,28-Dec-2010,0.3
2010,Dec,29,29-Dec-2010,0.3
2010,Dec,30,30-Dec-2010,0.3
2010,Dec,31,31-Dec-2010,0.3
2011,Jan,03,03-Jan-2011,0.3
2011,Jan,04,04-Jan-2011,0.3
2011,Jan,05,05-Jan-2011,0.3
2011,Jan,06,06-Jan-2011,0.3
2011,Jan,07,07-Jan-2011,0.31
2011,Jan,10,10-Jan-2011,0.31
2011,Jan,11,11-Jan-2011,0.31
2011,Jan,12,12-Jan-2011,0.31
2011,Jan,13,13-Jan-2011,0.31
2011,Jan,14,14-Jan-2011,0.31
2011,Jan,17,17-Jan-2011,0.31
2011,Jan,18,18-Jan-2011,0.31
2011,Jan,19,19-Jan-2011,0.31
2011,Jan,20,20-Jan-2011,0.31
2011,Jan,21,21-Jan-2011,0.31
2011,Jan,24,24-Jan-2011,0.31
2011,Jan,25,25-Jan-2011,0.3
2011,Jan,26,26-Jan-2011,0.31
2011,Jan,27,27-Jan-2011,0.31
2011,Jan,28,28-Jan-2011,0.31
2011,Jan,31,31-Jan-2011,0.31
2011,Feb,01,01-Feb-2011,0.31
2011,Feb,02,02-Feb-2011,0.31
2011,Feb,07,07-Feb-2011,0.31
2011,Feb,08,08-Feb-2011,0.31
2011,Feb,09,09-Feb-2011,0.31
2011,Feb,10,10-Feb-2011,0.31
2011,Feb,11,11-Feb-2011,0.31
2011,Feb,14,14-Feb-2011,0.31
2011,Feb,15,15-Feb-2011,0.31
2011,Feb,16,16-Feb-2011,0.31
2011,Feb,17,17-Feb-2011,0.31
2011,Feb,18,18-Feb-2011,0.31
2011,Feb,21,21-Feb-2011,0.31
2011,Feb,22,22-Feb-2011,0.31
2011,Feb,23,23-Feb-2011,0.31
2011,Feb,24,24-Feb-2011,0.31
2011,Feb,25,25-Feb-2011,0.31
2011,Feb,28,28-Feb-2011,0.31
2011,Mar,01,01-Mar-2011,0.31
2011,Mar,02,02-Mar-2011,0.31
2011,Mar,03,03-Mar-2011,0.31
2011,Mar,04,04-Mar-2011,0.31
2011,Mar,07,07-Mar-2011,0.31
2011,Mar,08,08-Mar-2011,0.31
2011,Mar,09,09-Mar-2011,0.31
2011,Mar,10,10-Mar-2011,0.31
2011,Mar,11,11-Mar-2011,0.31
2011,Mar,14,14-Mar-2011,0.31
2011,Mar,15,15-Mar-2011,0.31
2011,Mar,16,16-Mar-2011,0.31
2011,Mar,17,17-Mar-2011,0.31
2011,Mar,18,18-Mar-2011,0.31
2011,Mar,21,21-Mar-2011,0.31
2011,Mar,22,22-Mar-2011,0.31
2011,Mar,23,23-Mar-2011,0.31
2011,Mar,24,24-Mar-2011,0.31
2011,Mar,25,25-Mar-2011,0.31
2011,Mar,28,28-Mar-2011,0.31
2011,Mar,29,29-Mar-2011,0.31
2011,Mar,30,30-Mar-2011,0.31
2011,Mar,31,31-Mar-2011,0.31
2011,Apr,01,01-Apr-2011,0.31
2011,Apr,04,04-Apr-2011,0.31
2011,Apr,05,05-Apr-2011,0.3
2011,Apr,06,06-Apr-2011,0.3
2011,Apr,07,07-Apr-2011,0.3
2011,Apr,08,08-Apr-2011,0.3
2011,Apr,11,11-Apr-2011,0.29
2011,Apr,12,12-Apr-2011,0.29
2011,Apr,13,13-Apr-2011,0.29
2011,Apr,14,14-Apr-2011,0.28
2011,Apr,15,15-Apr-2011,0.28
2011,Apr,18,18-Apr-2011,0.28
2011,Apr,19,19-Apr-2011,0.28
2011,Apr,20,20-Apr-2011,0.28
2011,Apr,21,21-Apr-2011,0.28
2011,Apr,25,25-Apr-2011,0.28
2011,Apr,26,26-Apr-2011,0.28
2011,Apr,27,27-Apr-2011,0.28
2011,Apr,28,28-Apr-2011,0.28
2011,Apr,29,29-Apr-2011,0.28
2011,May,03,03-May-2011,0.28
2011,May,04,04-May-2011,0.28
2011,May,05,05-May-2011,0.28
2011,May,06,06-May-2011,0.27
2011,May,09,09-May-2011,0.27
2011,May,10,10-May-2011,0.27
2011,May,11,11-May-2011,0.27
2011,May,12,12-May-2011,0.27
2011,May,13,13-May-2011,0.27
2011,May,16,16-May-2011,0.27
2011,May,18,18-May-2011,0.27
2011,May,19,19-May-2011,0.27
2011,May,20,20-May-2011,0.26
2011,May,23,23-May-2011,0.26
2011,May,24,24-May-2011,0.26
2011,May,25,25-May-2011,0.26
2011,May,26,26-May-2011,0.26
2011,May,27,27-May-2011,0.26
2011,May,30,30-May-2011,0.26
2011,May,31,31-May-2011,0.26
2011,Jun,01,01-Jun-2011,0.26
2011,Jun,02,02-Jun-2011,0.26
2011,Jun,03,03-Jun-2011,0.26
2011,Jun,06,06-Jun-2011,0.26
2011,Jun,07,07-Jun-2011,0.26
2011,Jun,08,08-Jun-2011,0.26
2011,Jun,09,09-Jun-2011,0.26
2011,Jun,10,10-Jun-2011,0.26
2011,Jun,13,13-Jun-2011,0.25
2011,Jun,14,14-Jun-2011,0.25
2011,Jun,15,15-Jun-2011,0.25
2011,Jun,16,16-Jun-2011,0.25
2011,Jun,17,17-Jun-2011,0.25
2011,Jun,20,20-Jun-2011,0.25
2011,Jun,21,21-Jun-2011,0.25
2011,Jun,22,22-Jun-2011,0.25
2011,Jun,23,23-Jun-2011,0.25
2011,Jun,24,24-Jun-2011,0.25
2011,Jun,27,27-Jun-2011,0.25
2011,Jun,28,28-Jun-2011,0.25
2011,Jun,29,29-Jun-2011,0.25
2011,Jun,30,30-Jun-2011,0.25
2011,Jul,01,01-Jul-2011,0.25
2011,Jul,04,04-Jul-2011,0.25
2011,Jul,05,05-Jul-2011,0.25
2011,Jul,06,06-Jul-2011,0.25
2011,Jul,07,07-Jul-2011,0.25
2011,Jul,08,08-Jul-2011,0.25
2011,Jul,11,11-Jul-2011,0.25
2011,Jul,12,12-Jul-2011,0.25
2011,Jul,13,13-Jul-2011,0.25
2011,Jul,14,14-Jul-2011,0.25
2011,Jul,15,15-Jul-2011,0.25
2011,Jul,18,18-Jul-2011,0.25
2011,Jul,19,19-Jul-2011,0.25
2011,Jul,20,20-Jul-2011,0.25
2011,Jul,21,21-Jul-2011,0.25
2011,Jul,22,22-Jul-2011,0.25
2011,Jul,25,25-Jul-2011,0.25
2011,Jul,26,26-Jul-2011,0.26
2011,Jul,27,27-Jul-2011,0.26
2011,Jul,28,28-Jul-2011,0.25
2011,Jul,29,29-Jul-2011,0.25
2011,Aug,01,01-Aug-2011,0.26
2011,Aug,02,02-Aug-2011,0.26
2011,Aug,03,03-Aug-2011,0.27
2011,Aug,04,04-Aug-2011,0.27
2011,Aug,05,05-Aug-2011,0.27
2011,Aug,08,08-Aug-2011,0.27
2011,Aug,10,10-Aug-2011,0.27
2011,Aug,11,11-Aug-2011,0.29
2011,Aug,12,12-Aug-2011,0.29
2011,Aug,15,15-Aug-2011,0.3
2011,Aug,16,16-Aug-2011,0.3
2011,Aug,17,17-Aug-2011,0.3
2011,Aug,18,18-Aug-2011,0.3
2011,Aug,19,19-Aug-2011,0.3
2011,Aug,22,22-Aug-2011,0.3
2011,Aug,23,23-Aug-2011,0.31
2011,Aug,24,24-Aug-2011,0.31
2011,Aug,25,25-Aug-2011,0.32
2011,Aug,26,26-Aug-2011,0.32
2011,Aug,29,29-Aug-2011,0.32
2011,Aug,31,31-Aug-2011,0.33
2011,Sep,01,01-Sep-2011,0.33
2011,Sep,02,02-Sep-2011,0.33
2011,Sep,05,05-Sep-2011,0.33
2011,Sep,06,06-Sep-2011,0.33
2011,Sep,07,07-Sep-2011,0.34
2011,Sep,08,08-Sep-2011,0.34
2011,Sep,09,09-Sep-2011,0.34
2011,Sep,12,12-Sep-2011,0.34
2011,Sep,13,13-Sep-2011,0.35
2011,Sep,14,14-Sep-2011,0.35
2011,Sep,15,15-Sep-2011,0.35
2011,Sep,16,16-Sep-2011,0.35
2011,Sep,19,19-Sep-2011,0.35
2011,Sep,20,20-Sep-2011,0.35
2011,Sep,21,21-Sep-2011,0.36
2011,Sep,22,22-Sep-2011,0.35
2011,Sep,23,23-Sep-2011,0.36
2011,Sep,26,26-Sep-2011,0.36
2011,Sep,27,27-Sep-2011,0.36
2011,Sep,28,28-Sep-2011,0.36
2011,Sep,29,29-Sep-2011,0.37
2011,Sep,30,30-Sep-2011,0.37
2011,Oct,03,03-Oct-2011,0.37
2011,Oct,04,04-Oct-2011,0.38
2011,Oct,05,05-Oct-2011,0.38
2011,Oct,06,06-Oct-2011,0.38
2011,Oct,07,07-Oct-2011,0.39
2011,Oct,10,10-Oct-2011,0.39
2011,Oct,11,11-Oct-2011,0.39
2011,Oct,12,12-Oct-2011,0.4
2011,Oct,13,13-Oct-2011,0.4
2011,Oct,14,14-Oct-2011,0.4
2011,Oct,17,17-Oct-2011,0.4
2011,Oct,18,18-Oct-2011,0.4
2011,Oct,19,19-Oct-2011,0.41
2011,Oct,20,20-Oct-2011,0.41
2011,Oct,21,21-Oct-2011,0.41
2011,Oct,24,24-Oct-2011,0.42
2011,Oct,25,25-Oct-2011,0.42
2011,Oct,27,27-Oct-2011,0.42
2011,Oct,28,28-Oct-2011,0.43
2011,Oct,31,31-Oct-2011,0.43
2011,Nov,01,01-Nov-2011,0.43
2011,Nov,02,02-Nov-2011,0.43
2011,Nov,03,03-Nov-2011,0.43
2011,Nov,04,04-Nov-2011,0.44
