SORA Value Date,Month,Day,Date,SORA Publication Date,Compound SORA - 1 month
2005,Oct,19,19-Oct-2005,20-Oct-05,2.2007
2005,Oct,20,20-Oct-2005,21-Oct-05,2.199
2005,Oct,21,21-Oct-2005,24-Oct-05,2.1799
2005,Oct,24,24-Oct-2005,25-Oct-05,2.1726
2005,Oct,25,25-Oct-2005,26-Oct-05,2.1669
2005,Oct,26,26-Oct-2005,27-Oct-05,2.165
2005,Oct,27,27-Oct-2005,28-Oct-05,2.1647
2005,Oct,28,28-Oct-2005,31-Oct-05,2.1751
2005,Oct,31,31-Oct-2005,2-Nov-05,2.1962
2005,Nov,2,2-Nov-2005,4-Nov-05,2.2164
2005,Nov,4,4-Nov-2005,7-Nov-05,2.265
2005,Nov,7,7-Nov-2005,8-Nov-05,2.2802
2005,Nov,8,8-Nov-2005,9-Nov-05,2.2951
2005,Nov,9,9-Nov-2005,10-Nov-05,2.3118
2005,Nov,10,10-Nov-2005,11-Nov-05,2.3287
2005,Nov,11,11-Nov-2005,14-Nov-05,2.3788
2005,Nov,14,14-Nov-2005,15-Nov-05,2.3958
2005,Nov,15,15-Nov-2005,16-Nov-05,2.4118
2005,Nov,16,16-Nov-2005,17-Nov-05,2.4243
2005,Nov,17,17-Nov-2005,18-Nov-05,2.4386
2005,Nov,18,18-Nov-2005,21-Nov-05,2.492
2005,Nov,21,21-Nov-2005,22-Nov-05,2.5133
2005,Nov,22,22-Nov-2005,23-Nov-05,2.5356
2005,Nov,23,23-Nov-2005,24-Nov-05,2.5499
2005,Nov,24,24-Nov-2005,25-Nov-05,2.5755
2005,Nov,25,25-Nov-2005,28-Nov-05,2.6241
2005,Nov,28,28-Nov-2005,29-Nov-05,2.6368
2005,Nov,29,29-Nov-2005,30-Nov-05,2.6477
2005,Nov,30,30-Nov-2005,1-Dec-05,2.6697
2005,Dec,1,1-Dec-2005,2-Dec-05,2.682
2005,Dec,2,2-Dec-2005,5-Dec-05,2.7071
2005,Dec,5,5-Dec-2005,6-Dec-05,2.711
2005,Dec,6,6-Dec-2005,7-Dec-05,2.7118
2005,Dec,7,7-Dec-2005,8-Dec-05,2.7063
2005,Dec,8,8-Dec-2005,9-Dec-05,2.7077
2005,Dec,9,9-Dec-2005,12-Dec-05,2.7162
2005,Dec,12,12-Dec-2005,13-Dec-05,2.7145
2005,Dec,13,13-Dec-2005,14-Dec-05,2.7087
2005,Dec,14,14-Dec-2005,15-Dec-05,2.7115
2005,Dec,15,15-Dec-2005,16-Dec-05,2.7376
2005,Dec,16,16-Dec-2005,19-Dec-05,2.816
2005,Dec,19,19-Dec-2005,20-Dec-05,2.8343
2005,Dec,20,20-Dec-2005,21-Dec-05,2.8411
2005,Dec,21,21-Dec-2005,22-Dec-05,2.8391
2005,Dec,22,22-Dec-2005,23-Dec-05,2.8404
2005,Dec,23,23-Dec-2005,27-Dec-05,2.86
2005,Dec,27,27-Dec-2005,28-Dec-05,2.8613
2005,Dec,28,28-Dec-2005,29-Dec-05,2.8686
2005,Dec,29,29-Dec-2005,30-Dec-05,2.8767
2005,Dec,30,30-Dec-2005,3-Jan-06,2.9947
2006,Jan,3,3-Jan-2006,4-Jan-06,3.0086
2006,Jan,4,4-Jan-2006,5-Jan-06,3.034
2006,Jan,5,5-Jan-2006,6-Jan-06,3.0599
2006,Jan,6,6-Jan-2006,9-Jan-06,3.1125
2006,Jan,9,9-Jan-2006,11-Jan-06,3.1212
2006,Jan,11,11-Jan-2006,12-Jan-06,3.1318
2006,Jan,12,12-Jan-2006,13-Jan-06,3.1514
2006,Jan,13,13-Jan-2006,16-Jan-06,3.1874
2006,Jan,16,16-Jan-2006,17-Jan-06,3.1748
2006,Jan,17,17-Jan-2006,18-Jan-06,3.1673
2006,Jan,18,18-Jan-2006,19-Jan-06,3.158
2006,Jan,19,19-Jan-2006,20-Jan-06,3.1577
2006,Jan,20,20-Jan-2006,23-Jan-06,3.1921
2006,Jan,23,23-Jan-2006,24-Jan-06,3.1998
2006,Jan,24,24-Jan-2006,25-Jan-06,3.2008
2006,Jan,25,25-Jan-2006,26-Jan-06,3.2013
2006,Jan,26,26-Jan-2006,27-Jan-06,3.2059
2006,Jan,27,27-Jan-2006,1-Feb-06,3.2662
2006,Feb,1,1-Feb-2006,2-Feb-06,3.2554
2006,Feb,2,2-Feb-2006,3-Feb-06,3.2482
2006,Feb,3,3-Feb-2006,6-Feb-06,3.2581
2006,Feb,6,6-Feb-2006,7-Feb-06,3.2729
2006,Feb,7,7-Feb-2006,8-Feb-06,3.2833
2006,Feb,8,8-Feb-2006,9-Feb-06,3.282
2006,Feb,9,9-Feb-2006,10-Feb-06,3.274
2006,Feb,10,10-Feb-2006,13-Feb-06,3.2383
2006,Feb,13,13-Feb-2006,14-Feb-06,3.2136
2006,Feb,14,14-Feb-2006,15-Feb-06,3.1749
2006,Feb,15,15-Feb-2006,16-Feb-06,3.1068
2006,Feb,16,16-Feb-2006,17-Feb-06,3.0999
2006,Feb,17,17-Feb-2006,20-Feb-06,3.0946
2006,Feb,20,20-Feb-2006,21-Feb-06,3.0934
2006,Feb,21,21-Feb-2006,22-Feb-06,3.097
2006,Feb,22,22-Feb-2006,23-Feb-06,3.1003
2006,Feb,23,23-Feb-2006,24-Feb-06,3.1057
2006,Feb,24,24-Feb-2006,27-Feb-06,3.1314
2006,Feb,27,27-Feb-2006,28-Feb-06,3.1191
2006,Feb,28,28-Feb-2006,1-Mar-06,3.055
2006,Mar,1,1-Mar-2006,2-Mar-06,3.0477
2006,Mar,2,2-Mar-2006,3-Mar-06,3.0371
2006,Mar,3,3-Mar-2006,6-Mar-06,3.0099
2006,Mar,6,6-Mar-2006,7-Mar-06,2.999
2006,Mar,7,7-Mar-2006,8-Mar-06,2.99
2006,Mar,8,8-Mar-2006,9-Mar-06,2.9942
2006,Mar,9,9-Mar-2006,10-Mar-06,3.0136
2006,Mar,10,10-Mar-2006,13-Mar-06,3.0635
2006,Mar,13,13-Mar-2006,14-Mar-06,3.0886
2006,Mar,14,14-Mar-2006,15-Mar-06,3.127
2006,Mar,15,15-Mar-2006,16-Mar-06,3.1976
2006,Mar,16,16-Mar-2006,17-Mar-06,3.213
2006,Mar,17,17-Mar-2006,20-Mar-06,3.2262
2006,Mar,20,20-Mar-2006,21-Mar-06,3.2281
2006,Mar,21,21-Mar-2006,22-Mar-06,3.2217
2006,Mar,22,22-Mar-2006,23-Mar-06,3.2188
2006,Mar,23,23-Mar-2006,24-Mar-06,3.2146
2006,Mar,24,24-Mar-2006,27-Mar-06,3.2196
2006,Mar,27,27-Mar-2006,28-Mar-06,3.22
2006,Mar,28,28-Mar-2006,29-Mar-06,3.2198
2006,Mar,29,29-Mar-2006,30-Mar-06,3.2049
2006,Mar,30,30-Mar-2006,31-Mar-06,3.1984
2006,Mar,31,31-Mar-2006,3-Apr-06,3.1928
2006,Apr,3,3-Apr-2006,4-Apr-06,3.1919
2006,Apr,4,4-Apr-2006,5-Apr-06,3.1892
2006,Apr,5,5-Apr-2006,6-Apr-06,3.1842
2006,Apr,6,6-Apr-2006,7-Apr-06,3.1745
2006,Apr,7,7-Apr-2006,10-Apr-06,3.1641
2006,Apr,10,10-Apr-2006,11-Apr-06,3.1603
2006,Apr,11,11-Apr-2006,12-Apr-06,3.1573
2006,Apr,12,12-Apr-2006,13-Apr-06,3.1545
2006,Apr,13,13-Apr-2006,17-Apr-06,3.1392
2006,Apr,17,17-Apr-2006,18-Apr-06,3.1319
2006,Apr,18,18-Apr-2006,19-Apr-06,3.1228
2006,Apr,19,19-Apr-2006,20-Apr-06,3.1138
2006,Apr,20,20-Apr-2006,21-Apr-06,3.107
2006,Apr,21,21-Apr-2006,24-Apr-06,3.0899
2006,Apr,24,24-Apr-2006,25-Apr-06,3.081
2006,Apr,25,25-Apr-2006,26-Apr-06,3.0753
2006,Apr,26,26-Apr-2006,27-Apr-06,3.0703
2006,Apr,27,27-Apr-2006,28-Apr-06,3.0706
2006,Apr,28,28-Apr-2006,2-May-06,3.0918
2006,May,2,2-May-2006,3-May-06,3.0918
2006,May,3,3-May-2006,4-May-06,3.0872
2006,May,4,4-May-2006,5-May-06,3.0851
2006,May,5,5-May-2006,8-May-06,3.0959
2006,May,8,8-May-2006,9-May-06,3.0942
2006,May,9,9-May-2006,10-May-06,3.089
2006,May,10,10-May-2006,11-May-06,3.0859
2006,May,11,11-May-2006,15-May-06,3.082
2006,May,15,15-May-2006,16-May-06,3.0796
2006,May,16,16-May-2006,17-May-06,3.0767
2006,May,17,17-May-2006,18-May-06,3.0761
2006,May,18,18-May-2006,19-May-06,3.0777
2006,May,19,19-May-2006,22-May-06,3.0784
2006,May,22,22-May-2006,23-May-06,3.0761
2006,May,23,23-May-2006,24-May-06,3.072
2006,May,24,24-May-2006,25-May-06,3.0671
2006,May,25,25-May-2006,26-May-06,3.0691
2006,May,26,26-May-2006,29-May-06,3.067
2006,May,29,29-May-2006,30-May-06,3.0574
2006,May,30,30-May-2006,31-May-06,3.0546
2006,May,31,31-May-2006,1-Jun-06,3.0519
2006,Jun,1,1-Jun-2006,2-Jun-06,3.0504
2006,Jun,2,2-Jun-2006,5-Jun-06,3.0657
2006,Jun,5,5-Jun-2006,6-Jun-06,3.0691
2006,Jun,6,6-Jun-2006,7-Jun-06,3.0698
2006,Jun,7,7-Jun-2006,8-Jun-06,3.0722
2006,Jun,8,8-Jun-2006,9-Jun-06,3.0756
2006,Jun,9,9-Jun-2006,12-Jun-06,3.0859
2006,Jun,12,12-Jun-2006,13-Jun-06,3.0852
2006,Jun,13,13-Jun-2006,14-Jun-06,3.0863
2006,Jun,14,14-Jun-2006,15-Jun-06,3.0879
2006,Jun,15,15-Jun-2006,16-Jun-06,3.0961
2006,Jun,16,16-Jun-2006,19-Jun-06,3.1333
2006,Jun,19,19-Jun-2006,20-Jun-06,3.1459
2006,Jun,20,20-Jun-2006,21-Jun-06,3.1582
2006,Jun,21,21-Jun-2006,22-Jun-06,3.1685
2006,Jun,22,22-Jun-2006,23-Jun-06,3.1814
2006,Jun,23,23-Jun-2006,26-Jun-06,3.2181
2006,Jun,26,26-Jun-2006,27-Jun-06,3.2203
2006,Jun,27,27-Jun-2006,28-Jun-06,3.2239
2006,Jun,28,28-Jun-2006,29-Jun-06,3.2282
2006,Jun,29,29-Jun-2006,30-Jun-06,3.2424
2006,Jun,30,30-Jun-2006,3-Jul-06,3.2625
2006,Jul,3,3-Jul-2006,4-Jul-06,3.2611
2006,Jul,4,4-Jul-2006,5-Jul-06,3.2531
2006,Jul,5,5-Jul-2006,6-Jul-06,3.2488
2006,Jul,6,6-Jul-2006,7-Jul-06,3.2547
2006,Jul,7,7-Jul-2006,10-Jul-06,3.2781
2006,Jul,10,10-Jul-2006,11-Jul-06,3.287
2006,Jul,11,11-Jul-2006,12-Jul-06,3.2963
2006,Jul,12,12-Jul-2006,13-Jul-06,3.3066
2006,Jul,13,13-Jul-2006,14-Jul-06,3.3148
2006,Jul,14,14-Jul-2006,17-Jul-06,3.3218
2006,Jul,17,17-Jul-2006,18-Jul-06,3.3123
2006,Jul,18,18-Jul-2006,19-Jul-06,3.3005
2006,Jul,19,19-Jul-2006,20-Jul-06,3.2892
2006,Jul,20,20-Jul-2006,21-Jul-06,3.2854
2006,Jul,21,21-Jul-2006,24-Jul-06,3.2806
2006,Jul,24,24-Jul-2006,25-Jul-06,3.2762
2006,Jul,25,25-Jul-2006,26-Jul-06,3.2727
2006,Jul,26,26-Jul-2006,27-Jul-06,3.2701
2006,Jul,27,27-Jul-2006,28-Jul-06,3.2655
2006,Jul,28,28-Jul-2006,31-Jul-06,3.235
2006,Jul,31,31-Jul-2006,1-Aug-06,3.2222
2006,Aug,1,1-Aug-2006,2-Aug-06,3.213
2006,Aug,2,2-Aug-2006,3-Aug-06,3.2067
2006,Aug,3,3-Aug-2006,4-Aug-06,3.2057
2006,Aug,4,4-Aug-2006,7-Aug-06,3.1917
2006,Aug,7,7-Aug-2006,8-Aug-06,3.1768
2006,Aug,8,8-Aug-2006,10-Aug-06,3.1566
2006,Aug,10,10-Aug-2006,11-Aug-06,3.1525
2006,Aug,11,11-Aug-2006,14-Aug-06,3.1374
2006,Aug,14,14-Aug-2006,15-Aug-06,3.134
2006,Aug,15,15-Aug-2006,16-Aug-06,3.1308
2006,Aug,16,16-Aug-2006,17-Aug-06,3.1266
2006,Aug,17,17-Aug-2006,18-Aug-06,3.1314
2006,Aug,18,18-Aug-2006,21-Aug-06,3.1435
2006,Aug,21,21-Aug-2006,22-Aug-06,3.1419
2006,Aug,22,22-Aug-2006,23-Aug-06,3.1418
2006,Aug,23,23-Aug-2006,24-Aug-06,3.143
2006,Aug,24,24-Aug-2006,25-Aug-06,3.149
2006,Aug,25,25-Aug-2006,28-Aug-06,3.1685
2006,Aug,28,28-Aug-2006,29-Aug-06,3.1799
2006,Aug,29,29-Aug-2006,30-Aug-06,3.1913
2006,Aug,30,30-Aug-2006,31-Aug-06,3.1992
2006,Aug,31,31-Aug-2006,1-Sep-06,3.2141
2006,Sep,1,1-Sep-2006,4-Sep-06,3.2445
2006,Sep,4,4-Sep-2006,5-Sep-06,3.2509
2006,Sep,5,5-Sep-2006,6-Sep-06,3.2547
2006,Sep,6,6-Sep-2006,7-Sep-06,3.2585
2006,Sep,7,7-Sep-2006,8-Sep-06,3.2628
2006,Sep,8,8-Sep-2006,11-Sep-06,3.2498
2006,Sep,11,11-Sep-2006,12-Sep-06,3.2372
2006,Sep,12,12-Sep-2006,13-Sep-06,3.2279
2006,Sep,13,13-Sep-2006,14-Sep-06,3.2286
2006,Sep,14,14-Sep-2006,15-Sep-06,3.2296
2006,Sep,15,15-Sep-2006,18-Sep-06,3.2347
2006,Sep,18,18-Sep-2006,19-Sep-06,3.2365
2006,Sep,19,19-Sep-2006,20-Sep-06,3.2402
2006,Sep,20,20-Sep-2006,21-Sep-06,3.2484
2006,Sep,21,21-Sep-2006,22-Sep-06,3.2671
2006,Sep,22,22-Sep-2006,25-Sep-06,3.3126
2006,Sep,25,25-Sep-2006,26-Sep-06,3.3165
2006,Sep,26,26-Sep-2006,27-Sep-06,3.3166
2006,Sep,27,27-Sep-2006,28-Sep-06,3.3146
2006,Sep,28,28-Sep-2006,29-Sep-06,3.3097
2006,Sep,29,29-Sep-2006,2-Oct-06,3.307
2006,Oct,2,2-Oct-2006,3-Oct-06,3.3039
2006,Oct,3,3-Oct-2006,4-Oct-06,3.3001
2006,Oct,4,4-Oct-2006,5-Oct-06,3.2997
2006,Oct,5,5-Oct-2006,6-Oct-06,3.2948
2006,Oct,6,6-Oct-2006,9-Oct-06,3.2963
2006,Oct,9,9-Oct-2006,10-Oct-06,3.3023
2006,Oct,10,10-Oct-2006,11-Oct-06,3.3154
2006,Oct,11,11-Oct-2006,12-Oct-06,3.3402
2006,Oct,12,12-Oct-2006,13-Oct-06,3.3608
2006,Oct,13,13-Oct-2006,16-Oct-06,3.3802
2006,Oct,16,16-Oct-2006,17-Oct-06,3.3867
2006,Oct,17,17-Oct-2006,18-Oct-06,3.3949
2006,Oct,18,18-Oct-2006,19-Oct-06,3.4018
2006,Oct,19,19-Oct-2006,20-Oct-06,3.4048
2006,Oct,20,20-Oct-2006,23-Oct-06,3.3694
2006,Oct,23,23-Oct-2006,25-Oct-06,3.3372
2006,Oct,25,25-Oct-2006,26-Oct-06,3.3325
2006,Oct,26,26-Oct-2006,27-Oct-06,3.336
2006,Oct,27,27-Oct-2006,30-Oct-06,3.3664
2006,Oct,30,30-Oct-2006,31-Oct-06,3.3759
2006,Oct,31,31-Oct-2006,1-Nov-06,3.386
2006,Nov,1,1-Nov-2006,2-Nov-06,3.3944
2006,Nov,2,2-Nov-2006,3-Nov-06,3.4002
2006,Nov,3,3-Nov-2006,6-Nov-06,3.4268
2006,Nov,6,6-Nov-2006,7-Nov-06,3.4356
2006,Nov,7,7-Nov-2006,8-Nov-06,3.4439
2006,Nov,8,8-Nov-2006,9-Nov-06,3.4528
2006,Nov,9,9-Nov-2006,10-Nov-06,3.4575
2006,Nov,10,10-Nov-2006,13-Nov-06,3.4295
2006,Nov,13,13-Nov-2006,14-Nov-06,3.4219
2006,Nov,14,14-Nov-2006,15-Nov-06,3.4109
2006,Nov,15,15-Nov-2006,16-Nov-06,3.4007
2006,Nov,16,16-Nov-2006,17-Nov-06,3.3927
2006,Nov,17,17-Nov-2006,20-Nov-06,3.3711
2006,Nov,20,20-Nov-2006,21-Nov-06,3.3666
2006,Nov,21,21-Nov-2006,22-Nov-06,3.362
2006,Nov,22,22-Nov-2006,23-Nov-06,3.3552
2006,Nov,23,23-Nov-2006,24-Nov-06,3.3483
2006,Nov,24,24-Nov-2006,27-Nov-06,3.3225
2006,Nov,27,27-Nov-2006,28-Nov-06,3.3073
2006,Nov,28,28-Nov-2006,29-Nov-06,3.2915
2006,Nov,29,29-Nov-2006,30-Nov-06,3.2716
2006,Nov,30,30-Nov-2006,1-Dec-06,3.2388
2006,Dec,1,1-Dec-2006,4-Dec-06,3.1954
2006,Dec,4,4-Dec-2006,5-Dec-06,3.1813
2006,Dec,5,5-Dec-2006,6-Dec-06,3.1663
2006,Dec,6,6-Dec-2006,7-Dec-06,3.1562
2006,Dec,7,7-Dec-2006,8-Dec-06,3.1493
2006,Dec,8,8-Dec-2006,11-Dec-06,3.1365
2006,Dec,11,11-Dec-2006,12-Dec-06,3.1331
2006,Dec,12,12-Dec-2006,13-Dec-06,3.1292
2006,Dec,13,13-Dec-2006,14-Dec-06,3.1228
2006,Dec,14,14-Dec-2006,15-Dec-06,3.1254
2006,Dec,15,15-Dec-2006,18-Dec-06,3.1427
2006,Dec,18,18-Dec-2006,19-Dec-06,3.1455
2006,Dec,19,19-Dec-2006,20-Dec-06,3.1423
2006,Dec,20,20-Dec-2006,21-Dec-06,3.1401
2006,Dec,21,21-Dec-2006,22-Dec-06,3.1383
2006,Dec,22,22-Dec-2006,26-Dec-06,3.1411
2006,Dec,26,26-Dec-2006,27-Dec-06,3.1431
2006,Dec,27,27-Dec-2006,28-Dec-06,3.1474
2006,Dec,28,28-Dec-2006,29-Dec-06,3.1566
2006,Dec,29,29-Dec-2006,3-Jan-07,3.2384
2007,Jan,3,3-Jan-2007,4-Jan-07,3.2373
2007,Jan,4,4-Jan-2007,5-Jan-07,3.2421
2007,Jan,5,5-Jan-2007,8-Jan-07,3.2492
2007,Jan,8,8-Jan-2007,9-Jan-07,3.2465
2007,Jan,9,9-Jan-2007,10-Jan-07,3.2439
2007,Jan,10,10-Jan-2007,11-Jan-07,3.2458
2007,Jan,11,11-Jan-2007,12-Jan-07,3.249
2007,Jan,12,12-Jan-2007,15-Jan-07,3.2562
2007,Jan,15,15-Jan-2007,16-Jan-07,3.248
2007,Jan,16,16-Jan-2007,17-Jan-07,3.2322
2007,Jan,17,17-Jan-2007,18-Jan-07,3.2162
2007,Jan,18,18-Jan-2007,19-Jan-07,3.2067
2007,Jan,19,19-Jan-2007,22-Jan-07,3.1926
2007,Jan,22,22-Jan-2007,23-Jan-07,3.1897
2007,Jan,23,23-Jan-2007,24-Jan-07,3.1885
2007,Jan,24,24-Jan-2007,25-Jan-07,3.1882
2007,Jan,25,25-Jan-2007,26-Jan-07,3.1885
2007,Jan,26,26-Jan-2007,29-Jan-07,3.1775
2007,Jan,29,29-Jan-2007,30-Jan-07,3.1653
2007,Jan,30,30-Jan-2007,31-Jan-07,3.1554
2007,Jan,31,31-Jan-2007,1-Feb-07,3.1449
2007,Feb,1,1-Feb-2007,2-Feb-07,3.1345
2007,Feb,2,2-Feb-2007,5-Feb-07,3.118
2007,Feb,5,5-Feb-2007,6-Feb-07,3.1167
2007,Feb,6,6-Feb-2007,7-Feb-07,3.1145
2007,Feb,7,7-Feb-2007,8-Feb-07,3.114
2007,Feb,8,8-Feb-2007,9-Feb-07,3.1146
2007,Feb,9,9-Feb-2007,12-Feb-07,3.1115
2007,Feb,12,12-Feb-2007,13-Feb-07,3.1109
2007,Feb,13,13-Feb-2007,14-Feb-07,3.109
2007,Feb,14,14-Feb-2007,15-Feb-07,3.1042
2007,Feb,15,15-Feb-2007,16-Feb-07,3.1046
2007,Feb,16,16-Feb-2007,21-Feb-07,3.1192
2007,Feb,21,21-Feb-2007,22-Feb-07,3.1216
2007,Feb,22,22-Feb-2007,23-Feb-07,3.1221
2007,Feb,23,23-Feb-2007,26-Feb-07,3.1149
2007,Feb,26,26-Feb-2007,27-Feb-07,3.107
2007,Feb,27,27-Feb-2007,28-Feb-07,3.0918
2007,Feb,28,28-Feb-2007,1-Mar-07,3.0527
2007,Mar,1,1-Mar-2007,2-Mar-07,3.044
2007,Mar,2,2-Mar-2007,5-Mar-07,3.0264
2007,Mar,5,5-Mar-2007,6-Mar-07,3.0084
2007,Mar,6,6-Mar-2007,7-Mar-07,2.9783
2007,Mar,7,7-Mar-2007,8-Mar-07,2.9423
2007,Mar,8,8-Mar-2007,9-Mar-07,2.9089
2007,Mar,9,9-Mar-2007,12-Mar-07,2.8039
2007,Mar,12,12-Mar-2007,13-Mar-07,2.7601
2007,Mar,13,13-Mar-2007,14-Mar-07,2.7139
2007,Mar,14,14-Mar-2007,15-Mar-07,2.6695
2007,Mar,15,15-Mar-2007,16-Mar-07,2.6345
2007,Mar,16,16-Mar-2007,19-Mar-07,2.6273
2007,Mar,19,19-Mar-2007,20-Mar-07,2.6223
2007,Mar,20,20-Mar-2007,21-Mar-07,2.6156
2007,Mar,21,21-Mar-2007,22-Mar-07,2.6064
2007,Mar,22,22-Mar-2007,23-Mar-07,2.5964
2007,Mar,23,23-Mar-2007,26-Mar-07,2.5803
2007,Mar,26,26-Mar-2007,27-Mar-07,2.5751
2007,Mar,27,27-Mar-2007,28-Mar-07,2.5705
2007,Mar,28,28-Mar-2007,29-Mar-07,2.5567
2007,Mar,29,29-Mar-2007,30-Mar-07,2.5594
2007,Mar,30,30-Mar-2007,2-Apr-07,2.5753
2007,Apr,2,2-Apr-2007,3-Apr-07,2.5663
2007,Apr,3,3-Apr-2007,4-Apr-07,2.5521
2007,Apr,4,4-Apr-2007,5-Apr-07,2.5388
2007,Apr,5,5-Apr-2007,9-Apr-07,2.5831
2007,Apr,9,9-Apr-2007,10-Apr-07,2.5944
2007,Apr,10,10-Apr-2007,11-Apr-07,2.6036
2007,Apr,11,11-Apr-2007,12-Apr-07,2.6103
2007,Apr,12,12-Apr-2007,13-Apr-07,2.624
2007,Apr,13,13-Apr-2007,16-Apr-07,2.6659
2007,Apr,16,16-Apr-2007,17-Apr-07,2.6427
2007,Apr,17,17-Apr-2007,18-Apr-07,2.6096
2007,Apr,18,18-Apr-2007,19-Apr-07,2.5725
2007,Apr,19,19-Apr-2007,20-Apr-07,2.5409
2007,Apr,20,20-Apr-2007,23-Apr-07,2.476
2007,Apr,23,23-Apr-2007,24-Apr-07,2.4578
2007,Apr,24,24-Apr-2007,25-Apr-07,2.442
2007,Apr,25,25-Apr-2007,26-Apr-07,2.429
2007,Apr,26,26-Apr-2007,27-Apr-07,2.4179
2007,Apr,27,27-Apr-2007,30-Apr-07,2.4193
